Category,speed,direction,lane,episode,sweep_time_stamp,max_rssi,selected_sector,tx_mcs,rx_mcs,sqi,all_rssi,all_sector
Cat1,15mph,lr,opposite,2,1624827747.319952,6394,19,1,7,40,"[4264, 4950, 5008, 4384, 3368, 4102, 3594, 4284, 4915, 6186, 4370, 3396, 4416, 6270, 4827, 3710, 6394, 4914, 3434, 5214, 6116, 4100, 3812, 5665, 3342, 3981, 5431, 6268, 4697, 4271]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 15, 16, 17, 17, 19, 20, 21, 22, 23, 24, 24, 26, 27, 28, 29, 30, 61, 63]"
Cat1,15mph,lr,opposite,2,1624827748.297904,6223,6,0,1,40,"[6223, 0, 3704, 5306, 4194, 3680, 4340, 4548, 0, 3573, 6190, 3750, 3766, 4594]","[6, 7, 9, 10, 12, 12, 15, 16, 16, 18, 19, 19, 21, 22]"
Cat1,15mph,lr,opposite,2,1624827749.307397,6358,19,1,1,40,"[6358, 3433, 3507, 5137, 5161, 3543, 3830, 5298, 3884, 3924, 5368, 6181, 3322, 4189, 4126]","[19, 20, 21, 22, 23, 24, 24, 26, 27, 28, 29, 30, 31, 61, 63]"
Cat1,15mph,lr,opposite,2,1624827750.26748,6209,19,2,8,35,"[4550, 0, 4167, 4962, 3420, 3884, 3511, 4182, 3434, 5878, 4164, 3347, 3400, 4060, 5223, 3389, 3470, 6209, 3956, 3419, 5022, 5142, 3968, 3405, 5274, 3282, 3902, 5281, 5180, 3526, 3961, 3844]","[1, 2, 3, 4, 4, 6, 7, 8, 9, 10, 12, 13, 13, 15, 16, 17, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 30, 61, 63]"
Cat1,15mph,lr,opposite,2,1624827751.30712,6092,23,1,1,40,"[4118, 4339, 4476, 4518, 4212, 4248, 3618, 5491, 4638, 4214, 5420, 4116, 3754, 6052, 4089, 3888, 5802, 6092, 4779, 5828, 3475, 3454, 6037, 5344, 3588, 4582, 4320]","[1, 3, 4, 6, 7, 8, 9, 10, 12, 15, 16, 16, 16, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 30, 61, 63]"
Cat1,15mph,lr,opposite,2,1624827752.407221,11254,4,1,2,40,"[6870, 0, 7768, 11254, 6290, 6844, 6623, 7022, 6581, 9845, 7851, 6370, 7594, 9972, 6392, 6296, 10799, 6630, 6529, 9600, 9760, 6675, 9768, 6387, 6483, 9892, 9829, 7592, 7698]","[1, 2, 3, 4, 4, 6, 7, 8, 9, 10, 12, 12, 15, 16, 17, 17, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 61, 63]"
Cat1,15mph,lr,opposite,2,1624827753.417114,6064,19,1,8,40,"[3337, 0, 4036, 4896, 3296, 3932, 3514, 4099, 3978, 5200, 4061, 3280, 3885, 5908, 3333, 3326, 6064, 3960, 3305, 4983, 5906, 3451, 0, 4926, 3823, 3804, 5913, 5196, 4028, 4040]","[1, 2, 3, 4, 4, 6, 7, 8, 9, 10, 12, 13, 15, 16, 17, 17, 19, 20, 21, 22, 23, 24, 24, 26, 27, 28, 29, 30, 61, 63]"
Cat1,15mph,lr,opposite,2,1624827754.467477,6203,10,1,1,40,"[4286, 4595, 4548, 4692, 4592, 4256, 4966, 4141, 6203, 4551]","[1, 3, 4, 5, 6, 7, 8, 9, 10, 12]"
Cat1,15mph,lr,opposite,2,1624827755.427026,13429,29,0,7,40,"[4759, 9256, 0, 6572, 7690, 7787, 8097, 7891, 10357, 7631, 5784, 7131, 11665, 7781, 6572, 12525, 6803, 7478, 9022, 10242, 6926, 7048, 11266, 8843, 7712, 13429, 10385, 7544]","[1, 3, 4, 4, 6, 7, 8, 9, 10, 12, 13, 15, 16, 17, 17, 19, 20, 21, 22, 23, 24, 24, 26, 27, 28, 29, 30, 61]"
Cat1,15mph,lr,opposite,2,1624827756.447162,6551,19,1,8,40,"[4852, 4502, 6004, 3620, 4164, 4151, 4348, 4095, 6198, 4470, 3983, 4285, 5527, 4179, 3712, 6551, 4750, 4033, 5238, 6128, 4213, 4531, 5455, 3558, 3990, 5661, 5455, 3866, 3516, 3514, 4795, 4711]","[1, 3, 4, 4, 6, 7, 8, 9, 10, 12, 13, 15, 16, 17, 17, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 30, 30, 60, 61, 63]"
