,Antennas-1,Power-1 (dBm),Antennas-2,Power-2 (dBm),Antennas-3,Power-3 (dBm),Antennas-4,Power-4 (dBm),Antennas-5,Power-5 (dBm),Antennas-6,Power-6 (dBm),Antennas-7,Power-7 (dBm),Antennas-8,Power-8 (dBm),Antennas-9,Power-9 (dBm),Antennas-10,Power-10 (dBm),Antennas-11,Power-11 (dBm),Antennas-12,Power-12 (dBm),Antennas-13,Power-13 (dBm),Antennas-14,Power-14 (dBm),Antennas-15,Power-15 (dBm),Antennas-16,Power-16 (dBm),Antennas-17,Power-17 (dBm),Antennas-18,Power-18 (dBm),Antennas-19,Power-19 (dBm),Antennas-20,Power-20 (dBm),Antennas-21,Power-21 (dBm),Antennas-22,Power-22 (dBm),Antennas-23,Power-23 (dBm),Antennas-24,Power-24 (dBm),Antennas-25,Power-25 (dBm),Antennas-26,Power-26 (dBm),Antennas-27,Power-27 (dBm),Antennas-28,Power-28 (dBm),Antennas-29,Power-29 (dBm),Antennas-30,Power-30 (dBm),Antennas-31,Power-31 (dBm),Antennas-32,Power-32 (dBm),Antennas-33,Power-33 (dBm),Antennas-34,Power-34 (dBm),Antennas-35,Power-35 (dBm),Antennas-36,Power-36 (dBm),Antennas-37,Power-37 (dBm),Antennas-38,Power-38 (dBm),Antennas-39,Power-39 (dBm),Antennas-40,Power-40 (dBm),Antennas-41,Power-41 (dBm),Antennas-42,Power-42 (dBm),Antennas-43,Power-43 (dBm),Antennas-44,Power-44 (dBm),Antennas-45,Power-45 (dBm),Antennas-46,Power-46 (dBm),Antennas-47,Power-47 (dBm),Antennas-48,Power-48 (dBm),Antennas-49,Power-49 (dBm),Antennas-50,Power-50 (dBm),Antennas-51,Power-51 (dBm),Antennas-52,Power-52 (dBm),Antennas-53,Power-53 (dBm),Antennas-54,Power-54 (dBm),Antennas-55,Power-55 (dBm),Antennas-56,Power-56 (dBm),Antennas-57,Power-57 (dBm),Antennas-58,Power-58 (dBm),Antennas-59,Power-59 (dBm),Antennas-60,Power-60 (dBm),Antennas-61,Power-61 (dBm),Antennas-62,Power-62 (dBm),Antennas-63,Power-63 (dBm),Antennas-64,Power-64 (dBm),Antennas-65,Power-65 (dBm),Antennas-66,Power-66 (dBm),Antennas-67,Power-67 (dBm),Antennas-68,Power-68 (dBm),Antennas-69,Power-69 (dBm),Antennas-70,Power-70 (dBm),Antennas-71,Power-71 (dBm),Antennas-72,Power-72 (dBm),Antennas-73,Power-73 (dBm),Antennas-74,Power-74 (dBm),Antennas-75,Power-75 (dBm),Antennas-76,Power-76 (dBm),Antennas-77,Power-77 (dBm),Antennas-78,Power-78 (dBm),Antennas-79,Power-79 (dBm),Antennas-80,Power-80 (dBm),Antennas-81,Power-81 (dBm),Antennas-82,Power-82 (dBm),Antennas-83,Power-83 (dBm),Antennas-84,Power-84 (dBm),Antennas-85,Power-85 (dBm),Antennas-86,Power-86 (dBm),Antennas-87,Power-87 (dBm),Antennas-88,Power-88 (dBm),Antennas-89,Power-89 (dBm),Antennas-90,Power-90 (dBm),Antennas-91,Power-91 (dBm),Antennas-92,Power-92 (dBm),Antennas-93,Power-93 (dBm),Antennas-94,Power-94 (dBm),Antennas-95,Power-95 (dBm),Antennas-96,Power-96 (dBm),Antennas-97,Power-97 (dBm),Antennas-98,Power-98 (dBm),Antennas-99,Power-99 (dBm),Antennas-100,Power-100 (dBm),Antennas-101,Power-101 (dBm),Antennas-102,Power-102 (dBm),Antennas-103,Power-103 (dBm),Antennas-104,Power-104 (dBm),Antennas-105,Power-105 (dBm),Antennas-106,Power-106 (dBm),Antennas-107,Power-107 (dBm),Antennas-108,Power-108 (dBm),Antennas-109,Power-109 (dBm),Antennas-110,Power-110 (dBm),Antennas-111,Power-111 (dBm),Antennas-112,Power-112 (dBm),Antennas-113,Power-113 (dBm),Antennas-114,Power-114 (dBm),Antennas-115,Power-115 (dBm),Antennas-116,Power-116 (dBm),Antennas-117,Power-117 (dBm),Antennas-118,Power-118 (dBm),Antennas-119,Power-119 (dBm),Antennas-120,Power-120 (dBm),Antennas-121,Power-121 (dBm),Antennas-122,Power-122 (dBm),Antennas-123,Power-123 (dBm),Antennas-124,Power-124 (dBm),Antennas-125,Power-125 (dBm),Antennas-126,Power-126 (dBm),Antennas-127,Power-127 (dBm),Antennas-128,Power-128 (dBm),Antennas-129,Power-129 (dBm),Antennas-130,Power-130 (dBm),Antennas-131,Power-131 (dBm),Antennas-132,Power-132 (dBm),Antennas-133,Power-133 (dBm),Antennas-134,Power-134 (dBm),Antennas-135,Power-135 (dBm),Antennas-136,Power-136 (dBm),Antennas-137,Power-137 (dBm),Antennas-138,Power-138 (dBm),Antennas-139,Power-139 (dBm),Antennas-140,Power-140 (dBm),Antennas-141,Power-141 (dBm),Antennas-142,Power-142 (dBm),Antennas-143,Power-143 (dBm),Antennas-144,Power-144 (dBm),Antennas-145,Power-145 (dBm),Antennas-146,Power-146 (dBm),Antennas-147,Power-147 (dBm),Antennas-148,Power-148 (dBm),Antennas-149,Power-149 (dBm),Antennas-150,Power-150 (dBm),Antennas-151,Power-151 (dBm),Antennas-152,Power-152 (dBm),Antennas-153,Power-153 (dBm),Antennas-154,Power-154 (dBm),Antennas-155,Power-155 (dBm),Antennas-156,Power-156 (dBm),Antennas-157,Power-157 (dBm),Antennas-158,Power-158 (dBm),Antennas-159,Power-159 (dBm),Antennas-160,Power-160 (dBm),Antennas-161,Power-161 (dBm),Antennas-162,Power-162 (dBm),Antennas-163,Power-163 (dBm),Antennas-164,Power-164 (dBm),Antennas-165,Power-165 (dBm),Antennas-166,Power-166 (dBm),Antennas-167,Power-167 (dBm),Antennas-168,Power-168 (dBm),Antennas-169,Power-169 (dBm),Antennas-170,Power-170 (dBm),Antennas-171,Power-171 (dBm),Antennas-172,Power-172 (dBm),Antennas-173,Power-173 (dBm),Antennas-174,Power-174 (dBm),Antennas-175,Power-175 (dBm),Antennas-176,Power-176 (dBm),Antennas-177,Power-177 (dBm),Antennas-178,Power-178 (dBm),Antennas-179,Power-179 (dBm),Antennas-180,Power-180 (dBm),Antennas-181,Power-181 (dBm),Antennas-182,Power-182 (dBm),Antennas-183,Power-183 (dBm),Antennas-184,Power-184 (dBm),Antennas-185,Power-185 (dBm),Antennas-186,Power-186 (dBm),Antennas-187,Power-187 (dBm),Antennas-188,Power-188 (dBm),Antennas-189,Power-189 (dBm),Antennas-190,Power-190 (dBm),Antennas-191,Power-191 (dBm),Antennas-192,Power-192 (dBm),Antennas-193,Power-193 (dBm),Antennas-194,Power-194 (dBm),Antennas-195,Power-195 (dBm),Antennas-196,Power-196 (dBm),Antennas-197,Power-197 (dBm),Antennas-198,Power-198 (dBm),Antennas-199,Power-199 (dBm),Antennas-200,Power-200 (dBm),Antennas-201,Power-201 (dBm),Antennas-202,Power-202 (dBm),Antennas-203,Power-203 (dBm),Antennas-204,Power-204 (dBm),Antennas-205,Power-205 (dBm),Antennas-206,Power-206 (dBm),Antennas-207,Power-207 (dBm),Antennas-208,Power-208 (dBm),Antennas-209,Power-209 (dBm),Antennas-210,Power-210 (dBm)
0,Legacy_01,4145,Legacy_01,4145,Legacy_01,4145,Legacy_01,4145,Legacy_01,4145,Legacy_01,4145,Legacy_01,4145,Legacy_01,4145,Legacy_01,4145,Legacy_01,4145,Legacy_01,4145,Legacy_01,4145,Legacy_01,3886,Legacy_01,3886,Legacy_01,3886,Legacy_01,3886,Legacy_01,3886,Legacy_01,3886,Legacy_01,3886,Legacy_01,3886,Legacy_01,3886,Legacy_01,6657,Legacy_01,6657,Legacy_01,6657,Legacy_01,6657,Legacy_01,6657,Legacy_01,6657,Legacy_01,6657,Legacy_01,6657,Legacy_01,6657,Legacy_01,6657,Legacy_01,6629,Legacy_01,6629,Legacy_01,6629,Legacy_01,6629,Legacy_01,6629,Legacy_01,6629,Legacy_01,6629,Legacy_01,6629,Legacy_01,6629,Legacy_01,6629,Legacy_01,6629,Legacy_01,6629,Legacy_01,6629,Legacy_01,6629,Legacy_01,6629,Legacy_01,6629,Legacy_01,6629,Legacy_01,6629,Legacy_01,6629,Legacy_01,6629,Legacy_01,6629,Legacy_01,6025,Legacy_01,6025,Legacy_01,6025,Legacy_01,6025,Legacy_01,6025,Legacy_01,6025,Legacy_01,6025,Legacy_01,6025,Legacy_01,6025,Legacy_01,6025,Legacy_01,6025,Legacy_01,6025,Legacy_01,6025,Legacy_01,5622,Legacy_01,5622,Legacy_01,5622,Legacy_01,5622,Legacy_01,5622,Legacy_01,5622,Legacy_01,5622,Legacy_01,5622,Legacy_01,5622,Legacy_01,5622,Legacy_01,5622,Legacy_01,5622,Legacy_01,5622,Legacy_01,5622,Legacy_01,5622,Legacy_01,5622,Legacy_01,5622,Legacy_01,5622,Legacy_01,5622,Legacy_01,5622,Legacy_01,5622,Legacy_01,9219,Legacy_01,9219,Legacy_01,9219,Legacy_01,9219,Legacy_01,9219,Legacy_01,9219,Legacy_01,9219,Legacy_01,9219,Legacy_01,9219,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,14629,Legacy_01,14629,Legacy_01,14629,Legacy_01,14629,Legacy_01,14629,Legacy_01,14629,Legacy_01,14629,Legacy_01,14629,Legacy_01,14629,Legacy_01,14629,Legacy_01,14629,Legacy_01,14629,Legacy_01,22408,Legacy_01,22408,Legacy_01,22408,Legacy_01,22408,Legacy_01,22408,Legacy_01,22408,Legacy_01,22408,Legacy_01,22408,Legacy_01,22408,Legacy_01,22408,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1,Legacy_01,-1
1,Legacy_02,4032,Legacy_02,4032,Legacy_02,4032,Legacy_02,4032,Legacy_02,4032,Legacy_02,4032,Legacy_02,4032,Legacy_02,4032,Legacy_02,4032,Legacy_02,4032,Legacy_02,4032,Legacy_02,4032,Legacy_02,4102,Legacy_02,4102,Legacy_02,4102,Legacy_02,4102,Legacy_02,4102,Legacy_02,4102,Legacy_02,4102,Legacy_02,4102,Legacy_02,4102,Legacy_02,7438,Legacy_02,7438,Legacy_02,7438,Legacy_02,7438,Legacy_02,7438,Legacy_02,7438,Legacy_02,7438,Legacy_02,7438,Legacy_02,7438,Legacy_02,7438,Legacy_02,5552,Legacy_02,5552,Legacy_02,5552,Legacy_02,5552,Legacy_02,5552,Legacy_02,5552,Legacy_02,5552,Legacy_02,5552,Legacy_02,5552,Legacy_02,5552,Legacy_02,5552,Legacy_02,5552,Legacy_02,5552,Legacy_02,5552,Legacy_02,5552,Legacy_02,5552,Legacy_02,5552,Legacy_02,5552,Legacy_02,5552,Legacy_02,5552,Legacy_02,5552,Legacy_02,5324,Legacy_02,5324,Legacy_02,5324,Legacy_02,5324,Legacy_02,5324,Legacy_02,5324,Legacy_02,5324,Legacy_02,5324,Legacy_02,5324,Legacy_02,5324,Legacy_02,5324,Legacy_02,5324,Legacy_02,5324,Legacy_02,5102,Legacy_02,5102,Legacy_02,5102,Legacy_02,5102,Legacy_02,5102,Legacy_02,5102,Legacy_02,5102,Legacy_02,5102,Legacy_02,5102,Legacy_02,5102,Legacy_02,5102,Legacy_02,5102,Legacy_02,5102,Legacy_02,5102,Legacy_02,5102,Legacy_02,5102,Legacy_02,5102,Legacy_02,5102,Legacy_02,5102,Legacy_02,5102,Legacy_02,5102,Legacy_02,0,Legacy_02,0,Legacy_02,0,Legacy_02,0,Legacy_02,0,Legacy_02,0,Legacy_02,0,Legacy_02,0,Legacy_02,0,Legacy_02,6063,Legacy_02,6063,Legacy_02,6063,Legacy_02,6063,Legacy_02,6063,Legacy_02,6063,Legacy_02,6063,Legacy_02,6063,Legacy_02,6063,Legacy_02,6063,Legacy_02,6063,Legacy_02,9304,Legacy_02,9304,Legacy_02,9304,Legacy_02,9304,Legacy_02,9304,Legacy_02,9304,Legacy_02,9304,Legacy_02,9304,Legacy_02,9304,Legacy_02,9304,Legacy_02,14680,Legacy_02,14680,Legacy_02,14680,Legacy_02,14680,Legacy_02,14680,Legacy_02,14680,Legacy_02,14680,Legacy_02,14680,Legacy_02,14680,Legacy_02,14680,Legacy_02,14680,Legacy_02,14680,Legacy_02,16448,Legacy_02,16448,Legacy_02,16448,Legacy_02,16448,Legacy_02,16448,Legacy_02,16448,Legacy_02,16448,Legacy_02,16448,Legacy_02,16448,Legacy_02,16448,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1,Legacy_02,-1
2,Legacy_03,4044,Legacy_03,4044,Legacy_03,4044,Legacy_03,4044,Legacy_03,4044,Legacy_03,4044,Legacy_03,4044,Legacy_03,4044,Legacy_03,4044,Legacy_03,4044,Legacy_03,4044,Legacy_03,4044,Legacy_03,3400,Legacy_03,3400,Legacy_03,3400,Legacy_03,3400,Legacy_03,3400,Legacy_03,3400,Legacy_03,3400,Legacy_03,3400,Legacy_03,3400,Legacy_03,6412,Legacy_03,6412,Legacy_03,6412,Legacy_03,6412,Legacy_03,6412,Legacy_03,6412,Legacy_03,6412,Legacy_03,6412,Legacy_03,6412,Legacy_03,6412,Legacy_03,6264,Legacy_03,6264,Legacy_03,6264,Legacy_03,6264,Legacy_03,6264,Legacy_03,6264,Legacy_03,6264,Legacy_03,6264,Legacy_03,6264,Legacy_03,6264,Legacy_03,6264,Legacy_03,6264,Legacy_03,6264,Legacy_03,6264,Legacy_03,6264,Legacy_03,6264,Legacy_03,6264,Legacy_03,6264,Legacy_03,6264,Legacy_03,6264,Legacy_03,6264,Legacy_03,6088,Legacy_03,6088,Legacy_03,6088,Legacy_03,6088,Legacy_03,6088,Legacy_03,6088,Legacy_03,6088,Legacy_03,6088,Legacy_03,6088,Legacy_03,6088,Legacy_03,6088,Legacy_03,6088,Legacy_03,6088,Legacy_03,5148,Legacy_03,5148,Legacy_03,5148,Legacy_03,5148,Legacy_03,5148,Legacy_03,5148,Legacy_03,5148,Legacy_03,5148,Legacy_03,5148,Legacy_03,5148,Legacy_03,5148,Legacy_03,5148,Legacy_03,5148,Legacy_03,5148,Legacy_03,5148,Legacy_03,5148,Legacy_03,5148,Legacy_03,5148,Legacy_03,5148,Legacy_03,5148,Legacy_03,5148,Legacy_03,8229,Legacy_03,8229,Legacy_03,8229,Legacy_03,8229,Legacy_03,8229,Legacy_03,8229,Legacy_03,8229,Legacy_03,8229,Legacy_03,8229,Legacy_03,5324,Legacy_03,5324,Legacy_03,5324,Legacy_03,5324,Legacy_03,5324,Legacy_03,5324,Legacy_03,5324,Legacy_03,5324,Legacy_03,5324,Legacy_03,5324,Legacy_03,5324,Legacy_03,0,Legacy_03,0,Legacy_03,0,Legacy_03,0,Legacy_03,0,Legacy_03,0,Legacy_03,0,Legacy_03,0,Legacy_03,0,Legacy_03,0,Legacy_03,15222,Legacy_03,15222,Legacy_03,15222,Legacy_03,15222,Legacy_03,15222,Legacy_03,15222,Legacy_03,15222,Legacy_03,15222,Legacy_03,15222,Legacy_03,15222,Legacy_03,15222,Legacy_03,15222,Legacy_03,31006,Legacy_03,31006,Legacy_03,31006,Legacy_03,31006,Legacy_03,31006,Legacy_03,31006,Legacy_03,31006,Legacy_03,31006,Legacy_03,31006,Legacy_03,31006,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1,Legacy_03,-1
3,Legacy_04,4946,Legacy_04,4946,Legacy_04,4946,Legacy_04,4946,Legacy_04,4946,Legacy_04,4946,Legacy_04,4946,Legacy_04,4946,Legacy_04,4946,Legacy_04,4946,Legacy_04,4946,Legacy_04,4946,Legacy_04,4162,Legacy_04,4162,Legacy_04,4162,Legacy_04,4162,Legacy_04,4162,Legacy_04,4162,Legacy_04,4162,Legacy_04,4162,Legacy_04,4162,Legacy_04,9154,Legacy_04,9154,Legacy_04,9154,Legacy_04,9154,Legacy_04,9154,Legacy_04,9154,Legacy_04,9154,Legacy_04,9154,Legacy_04,9154,Legacy_04,9154,Legacy_04,6562,Legacy_04,6562,Legacy_04,6562,Legacy_04,6562,Legacy_04,6562,Legacy_04,6562,Legacy_04,6562,Legacy_04,6562,Legacy_04,6562,Legacy_04,6562,Legacy_04,6562,Legacy_04,6562,Legacy_04,6562,Legacy_04,6562,Legacy_04,6562,Legacy_04,6562,Legacy_04,6562,Legacy_04,6562,Legacy_04,6562,Legacy_04,6562,Legacy_04,6562,Legacy_04,5558,Legacy_04,5558,Legacy_04,5558,Legacy_04,5558,Legacy_04,5558,Legacy_04,5558,Legacy_04,5558,Legacy_04,5558,Legacy_04,5558,Legacy_04,5558,Legacy_04,5558,Legacy_04,5558,Legacy_04,5558,Legacy_04,5304,Legacy_04,5304,Legacy_04,5304,Legacy_04,5304,Legacy_04,5304,Legacy_04,5304,Legacy_04,5304,Legacy_04,5304,Legacy_04,5304,Legacy_04,5304,Legacy_04,5304,Legacy_04,5304,Legacy_04,5304,Legacy_04,5304,Legacy_04,5304,Legacy_04,5304,Legacy_04,5304,Legacy_04,5304,Legacy_04,5304,Legacy_04,5304,Legacy_04,5304,Legacy_04,10295,Legacy_04,10295,Legacy_04,10295,Legacy_04,10295,Legacy_04,10295,Legacy_04,10295,Legacy_04,10295,Legacy_04,10295,Legacy_04,10295,Legacy_04,5380,Legacy_04,5380,Legacy_04,5380,Legacy_04,5380,Legacy_04,5380,Legacy_04,5380,Legacy_04,5380,Legacy_04,5380,Legacy_04,5380,Legacy_04,5380,Legacy_04,5380,Legacy_04,7862,Legacy_04,7862,Legacy_04,7862,Legacy_04,7862,Legacy_04,7862,Legacy_04,7862,Legacy_04,7862,Legacy_04,7862,Legacy_04,7862,Legacy_04,7862,Legacy_04,10500,Legacy_04,10500,Legacy_04,10500,Legacy_04,10500,Legacy_04,10500,Legacy_04,10500,Legacy_04,10500,Legacy_04,10500,Legacy_04,10500,Legacy_04,10500,Legacy_04,10500,Legacy_04,10500,Legacy_04,24844,Legacy_04,24844,Legacy_04,24844,Legacy_04,24844,Legacy_04,24844,Legacy_04,24844,Legacy_04,24844,Legacy_04,24844,Legacy_04,24844,Legacy_04,24844,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1,Legacy_04,-1
