Category,speed,direction,lane,episode,time header,Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,x,y
Cat1,15mph,lr,opposite,9,1624828994.4665446,1624828995.4864435,7711,1624828994,466544725,,0,1,42.338056,-71.08695466666667,6.0,8.06780953458444,-8.07352280516069
Cat1,15mph,lr,opposite,9,1624828995.4861813,1624828996.506377,7712,1624828995,486181372,,0,1,42.338056,-71.08695466666667,6.0,8.06780953458444,-8.07352280516069
Cat1,15mph,lr,opposite,9,1624828996.5061092,1624828997.5062897,7713,1624828996,506109169,,0,1,42.338056,-71.08695466666667,6.0,8.06780953458444,-8.07352280516069
Cat1,15mph,lr,opposite,9,1624828997.506003,1624828998.5208526,7714,1624828997,506002807,,0,1,42.338056,-71.08695466666667,6.0,8.06780953458444,-8.07352280516069
Cat1,15mph,lr,opposite,9,1624828998.5161786,1624828999.5261502,7715,1624828998,516178726,,0,1,42.338056,-71.08695466666667,6.0,8.06780953458444,-8.07352280516069
Cat1,15mph,lr,opposite,9,1624828999.5258625,1624829000.536342,7716,1624828999,525862571,,0,1,42.338056,-71.08695466666667,6.0,8.06780953458444,-8.07352280516069
Cat1,15mph,lr,opposite,9,1624829000.5358567,1624829001.546133,7717,1624829000,535856705,,0,1,42.338056,-71.08695466666667,6.0,8.06780953458444,-8.07352280516069
Cat1,15mph,lr,opposite,9,1624829001.5458255,1624829002.5564864,7718,1624829001,545825415,,0,1,42.338056,-71.08696,6.0,7.629774874846982,-8.07352280516069
Cat1,15mph,lr,opposite,9,1624829002.5560567,1624829003.5681522,7719,1624829002,556056771,,0,1,42.33805866666667,-71.08696,6.0,7.629774713070341,-7.777226508822979
Cat1,15mph,lr,opposite,9,1624829003.567721,1624829004.5778482,7720,1624829003,567720986,,0,1,42.33805866666667,-71.08696,6.0,7.629774713070341,-7.777226508822979
Cat1,15mph,lr,opposite,9,1624829004.5776086,1624829005.5861483,7721,1624829004,577608528,,0,1,42.338056,-71.08696,6.0,7.629774874846982,-8.07352280516069
Cat1,15mph,lr,opposite,9,1624829005.5858257,1624829006.5964217,7722,1624829005,585825646,,0,1,42.33804266666667,-71.086944,6.0,8.94387980225941,-9.55500428684925
Cat1,15mph,lr,opposite,9,1624829006.5961084,1624829007.606445,7723,1624829006,596108419,,0,1,42.33801066666667,-71.08690133333333,6.0,12.448160618978388,-13.110559842112302
Cat1,15mph,lr,opposite,9,1624829007.605951,1624829008.616885,7724,1624829007,605951148,,0,1,42.33796266666667,-71.08684266666667,6.0,17.266550201681852,-18.443893175401627
Cat1,15mph,lr,opposite,9,1624829008.6163964,1624829009.6361477,7725,1624829008,616396380,,0,1,42.337909333333336,-71.08677866666666,6.0,22.522979570624642,-24.369819101366375
Cat1,15mph,lr,opposite,9,1624829009.6359024,1624829010.6463377,7726,1624829009,635902458,,0,1,42.337856,-71.08670933333333,6.0,28.217448752851492,-30.295745027331122
Cat1,15mph,lr,opposite,9,1624829010.6459978,1624829011.6559477,7727,1624829010,645997694,,0,1,42.337808,-71.08665066666667,6.0,33.03585027962817,-35.62907836062045
Cat1,15mph,lr,opposite,9,1624829011.6555958,1624829012.6670814,7728,1624829011,655595759,,0,1,42.337776,-71.086608,6.0,36.54014376486711,-39.18463391667299
Cat1,15mph,lr,opposite,9,1624829012.666683,1624829012.7959201,7729,1624829012,666682896,,0,1,42.33776533333333,-71.08659733333333,6.0,37.41621820815392,-40.36981910202384
Cat1,15mph,lr,opposite,9,1624829013.6757107,1624829014.6861885,7730,1624829013,675710629,,0,1,42.33776533333333,-71.08659733333333,6.0,37.41621820815392,-40.36981910202384
Cat1,15mph,lr,opposite,9,1624829014.6858122,1624829014.8158953,7731,1624829014,685812138,,0,1,42.33776533333333,-71.08659733333333,6.0,37.41621820815392,-40.36981910202384
Cat1,15mph,lr,opposite,9,1624829015.6960068,1624829015.7960408,7732,1624829015,696006783,,0,1,42.33776533333333,-71.08659733333333,6.0,37.41621820815392,-40.36981910202384
Cat1,15mph,lr,opposite,9,1624829016.7058473,1624829016.8361042,7733,1624829016,705847147,,0,1,42.33776533333333,-71.08659733333333,6.0,37.41621820815392,-40.36981910202384
Cat1,15mph,lr,opposite,9,1624829017.715568,1624829017.8159642,7734,1624829017,715568144,,0,1,42.33776533333333,-71.08659733333333,6.0,37.41621820815392,-40.36981910202384
