Category,speed,direction,lane,episode,sweep_time_stamp,max_rssi,selected_sector,tx_mcs,rx_mcs,sqi,all_rssi,all_sector
Cat3,20mph,lr,opposite,7,1625006303.470278,6447,30,2,8,40,"[3282, 4240, 4160, 5184, 3056, 3866, 4098, 4259, 3358, 6358, 2786, 4909, 3814, 5176, 3277, 2729, 6385, 3930, 5844, 4969, 3517, 2753, 4296, 2847, 3377, 4281, 6447, 3808, 2964, 4132]","[1, 2, 3, 4, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 61, 61, 63]"
Cat3,20mph,lr,opposite,7,1625006304.321197,11937,30,8,8,40,"[4952, 6450, 7806, 8236, 6167, 6435, 7849, 5320, 10064, 5152, 6425, 5725, 8181, 5146, 4376, 9989, 6244, 8444, 7833, 6546, 5030, 6782, 5292, 6235, 7872, 11937, 6053, 6979]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 61, 63]"
Cat3,20mph,lr,opposite,7,1625006305.210118,11937,30,8,8,60,"[4952, 6450, 7806, 8236, 6167, 6435, 7849, 5320, 10064, 5152, 6425, 5725, 8181, 5146, 4376, 9989, 6244, 8444, 7833, 6546, 5030, 6782, 5292, 6235, 7872, 11937, 6053, 6979]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 61, 63]"
Cat3,20mph,lr,opposite,7,1625006306.140103,9808,30,8,8,70,"[4864, 6516, 6240, 8042, 5370, 6218, 6497, 5140, 9750, 4178, 5389, 5722, 6715, 5092, 4963, 8392, 3668, 7311, 6526, 6228, 4830, 6375, 4370, 5196, 6569, 9808, 4726, 4212, 5613]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 61, 61, 63]"
Cat3,20mph,lr,opposite,7,1625006307.150023,8185,30,7,7,45,"[4223, 6252, 5204, 6582, 4650, 5126, 5333, 4860, 6663, 4148, 6066, 4599, 5620, 4898, 4120, 7826, 4208, 0, 6284, 6240, 5168, 4734, 5949, 4793, 4971, 6260, 8185, 0, 3939, 4886, 4018, 5712]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 30, 60, 61, 61, 63]"
Cat3,20mph,lr,opposite,7,1625006308.099948,7936,30,7,8,45,"[3745, 5272, 5088, 5420, 4169, 4267, 5264, 3620, 6685, 3712, 5136, 4679, 5585, 4909, 4727, 7709, 4100, 6346, 5206, 5021, 3728, 5210, 4059, 4795, 6056, 7936, 3398, 4506, 3612, 4867]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 10, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 24, 26, 27, 28, 29, 30, 30, 61, 61, 63]"
Cat3,20mph,lr,opposite,7,1625006309.090204,7913,30,7,8,45,"[4086, 0, 4542, 6444, 4156, 4977, 6270, 4126, 7641, 3939, 4641, 4402, 6175, 4100, 3540, 7661, 4143, 6571, 5276, 4540, 3832, 5302, 4206, 4717, 6143, 7913, 4599, 3810, 5052]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 26, 28, 29, 30, 61, 61, 63]"
Cat3,20mph,lr,opposite,7,1625006310.117501,7901,30,6,8,50,"[3728, 5208, 5194, 6432, 3424, 4717, 4248, 4400, 4125, 6637, 3312, 5876, 3975, 6316, 4094, 3979, 7713, 3399, 5831, 5166, 4964, 3286, 5106, 3995, 4105, 5220, 7901, 4162, 4982]","[1, 2, 3, 4, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 61, 63]"
Cat3,20mph,lr,opposite,7,1625006311.030045,7820,30,6,8,45,"[3584, 5084, 5028, 6220, 4254, 3496, 5140, 4042, 7774, 3922, 4300, 4157, 5397, 3379, 3944, 6529, 4089, 3642, 5759, 5132, 4977, 3450, 5082, 3311, 4844, 5250, 7820, 3964, 4765]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 20, 22, 23, 24, 24, 26, 27, 28, 29, 30, 61, 63]"
Cat3,20mph,lr,opposite,7,1625006311.999636,6354,10,8,8,50,"[4457, 0, 6064, 3232, 3562, 4223, 4397, 3942, 6354, 3893, 4271, 4099, 5132, 4036, 0, 5573, 3942, 3662, 6167, 5098, 4242, 3303, 4391, 3973, 4137, 4636, 5748, 3530, 4163, 4274]","[2, 3, 4, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 17, 19, 19, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 30, 61, 63]"
