Category,speed,direction,lane,episode,sweep_time_stamp,max_rssi,selected_sector,tx_mcs,rx_mcs,sqi,all_rssi,all_sector
Cat3,15mph,lr,opposite,1,1625003591.857348,7943,19,8,8,70,"[4050, 5188, 6260, 5378, 5122, 4310, 5125, 4163, 6582, 4047, 4933, 4460, 6040, 5002, 3401, 7943, 4079, 7524, 6192, 5146, 4066, 6139, 6038, 4185, 6302, 5485, 4068, 4592, 4893]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 30, 61, 63]"
Cat3,15mph,lr,opposite,1,1625003593.006084,7943,19,8,7,40,"[4050, 5188, 6260, 5378, 5122, 4310, 5125, 4163, 6582, 4047, 4933, 4460, 6040, 5002, 3401, 7943, 4079, 7524, 6192, 5146, 4066, 6139, 6038, 4185, 6302, 5485, 4068, 4592, 4893]","[1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 30, 61, 63]"
Cat3,15mph,lr,opposite,1,1625003593.956011,6086,10,8,8,50,"[4212, 0, 4250, 4142, 3486, 4205, 3831, 6086, 3146, 3410, 3578, 4276, 3972, 5615, 3252, 5370, 4171, 3591, 3154, 4734, 4050, 3730, 4447, 4428, 3095, 4176, 3696]","[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 61, 63]"
Cat3,15mph,lr,opposite,1,1625003594.835727,8337,19,8,8,60,"[5727, 0, 5916, 6114, 6094, 6336, 5074, 8177, 4408, 5366, 5862, 6581, 6114, 4844, 8337, 5154, 8289, 6578, 6229, 4348, 5935, 6246, 5176, 7416, 6829, 5510, 4898]","[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 17, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 61, 63]"
Cat3,15mph,lr,opposite,1,1625003595.757553,8337,19,8,8,60,"[5727, 0, 5916, 6114, 6094, 6336, 5074, 8177, 4408, 5366, 5862, 6581, 6114, 4844, 8337, 5154, 8289, 6578, 6229, 4348, 5935, 6246, 5176, 7416, 6829, 5510, 4898]","[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 17, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 61, 63]"
Cat3,15mph,lr,opposite,1,1625003596.706066,8337,19,8,8,70,"[5727, 0, 5916, 6114, 6094, 6336, 5074, 8177, 4408, 5366, 5862, 6581, 6114, 4844, 8337, 5154, 8289, 6578, 6229, 4348, 5935, 6246, 5176, 7416, 6829, 5510, 4898]","[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 17, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 61, 63]"
Cat3,15mph,lr,opposite,1,1625003597.635845,7101,22,8,8,60,"[5437, 5112, 5412, 5330, 5107, 6192, 4918, 6698, 3504, 4276, 5068, 6096, 5104, 7056, 4948, 3958, 7101, 5300, 5178, 4791, 5514, 6064, 4968, 6299, 6458, 4052, 5102, 4814]","[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 19, 20, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 30, 61, 63]"
Cat3,15mph,lr,opposite,1,1625003598.605892,7101,22,8,8,60,"[5437, 5112, 5412, 5330, 5107, 6192, 4918, 6698, 3504, 4276, 5068, 6096, 5104, 7056, 4948, 3958, 7101, 5300, 5178, 4791, 5514, 6064, 4968, 6299, 6458, 4052, 5102, 4814]","[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 19, 20, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 30, 61, 63]"
Cat3,15mph,lr,opposite,1,1625003599.565759,7101,22,8,8,70,"[5437, 5112, 5412, 5330, 5107, 6192, 4918, 6698, 3504, 4276, 5068, 6096, 5104, 7056, 4948, 3958, 7101, 5300, 5178, 4791, 5514, 6064, 4968, 6299, 6458, 4052, 5102, 4814]","[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 19, 20, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 30, 61, 63]"
Cat3,15mph,lr,opposite,1,1625003600.536242,7101,22,8,8,70,"[5437, 5112, 5412, 5330, 5107, 6192, 4918, 6698, 3504, 4276, 5068, 6096, 5104, 7056, 4948, 3958, 7101, 5300, 5178, 4791, 5514, 6064, 4968, 6299, 6458, 4052, 5102, 4814]","[2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 19, 20, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 30, 61, 63]"
Cat3,15mph,lr,opposite,1,1625003601.454786,6483,8,0,0,60,"[5468, 4280, 4944, 3556, 4388, 4189, 6483, 4016, 5333, 4642, 5024, 3882, 4868, 4111, 5332, 4793, 6318, 4838, 6371, 5216, 5336, 3348, 5390, 4883, 4889, 4878, 5088, 3941, 5106, 3634]","[2, 3, 4, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 60, 61, 63]"
Cat3,15mph,lr,opposite,1,1625003602.40545,10794,10,3,6,20,"[7228, 3938, 4086, 5378, 4164, 4093, 4228, 10794, 4854, 3362, 4987, 4161, 4203, 4334, 7994, 5220, 4891, 4309, 5009, 6323, 7617, 5272, 5729, 4277, 6408, 4118, 7752, 3574, 4169, 3350, 4855]","[1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 30, 61, 62, 63]"
