Category,speed,direction,lane,episode,time header,Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,x,y
Cat3,15mph,lr,opposite,3,1625003774.5030022,1625003774.998625,10116,1625003774,503002243,,0,1,42.33802933333333,-71.08661333333333,6.0,36.10203540911171,-11.03648576853781
Cat3,15mph,lr,opposite,3,1625003775.5161862,1625003776.5230556,10117,1625003775,516186234,,0,1,42.33802933333333,-71.08661333333333,6.0,36.10203540911171,-11.03648576853781
Cat3,15mph,lr,opposite,3,1625003776.522634,1625003777.5439608,10118,1625003776,522633935,,0,1,42.33802933333333,-71.08661333333333,6.0,36.10203540911171,-11.03648576853781
Cat3,15mph,lr,opposite,3,1625003777.5435364,1625003778.5440013,10119,1625003777,543536327,,0,1,42.33802933333333,-71.08661333333333,6.0,36.10203540911171,-11.03648576853781
Cat3,15mph,lr,opposite,3,1625003778.5437474,1625003779.5530987,10120,1625003778,543747412,,0,1,42.33802933333333,-71.08661333333333,6.0,36.10203540911171,-11.03648576853781
Cat3,15mph,lr,opposite,3,1625003779.552655,1625003780.5794556,10121,1625003779,552654890,,0,1,42.33802933333333,-71.08661333333333,6.0,36.10203540911171,-11.03648576853781
Cat3,15mph,lr,opposite,3,1625003780.5791419,1625003781.5834389,10122,1625003780,579141871,,0,1,42.33802933333333,-71.08661333333333,6.0,36.10203540911171,-11.03648576853781
Cat3,15mph,lr,opposite,3,1625003781.5831444,1625003782.592544,10123,1625003781,583144436,,0,1,42.33802933333333,-71.08661333333333,6.0,36.10203540911171,-11.03648576853781
Cat3,15mph,lr,opposite,3,1625003782.5920804,1625003783.6041508,10124,1625003782,592080253,,0,1,42.33802933333333,-71.086608,6.0,36.540070161727094,-11.03648576853781
Cat3,15mph,lr,opposite,3,1625003783.6038032,1625003784.6130292,10125,1625003783,603803045,,0,1,42.338013333333336,-71.08659733333333,6.0,37.416144427035995,-12.81426354577459
Cat3,15mph,lr,opposite,3,1625003784.6126764,1625003785.6238995,10126,1625003784,612676277,,0,1,42.33797333333333,-71.08655466666667,6.0,40.92043590733263,-17.25870799084027
Cat3,15mph,lr,opposite,3,1625003785.623635,1625003786.6324263,10127,1625003785,623634994,,0,1,42.33791733333333,-71.086496,6.0,45.73884069766829,-23.48093021314273
Cat3,15mph,lr,opposite,3,1625003786.6319823,1625003787.6525202,10128,1625003786,631982228,,0,1,42.337861333333336,-71.086432,6.0,50.99528511552667,-29.7031524346557
Cat3,15mph,lr,opposite,3,1625003787.65205,1625003788.665043,10129,1625003787,652050115,,0,1,42.337805333333336,-71.08637333333333,6.0,55.81369868279037,-35.925374656958155
Cat3,15mph,lr,opposite,3,1625003788.664629,1625003789.6733015,10130,1625003788,664628938,,0,1,42.33776266666667,-71.08633066666667,6.0,59.31800306766399,-40.66611539757206
Cat3,15mph,lr,opposite,3,1625003789.6730087,1625003790.6830573,10131,1625003789,673008657,,0,1,42.337730666666666,-71.08629866666666,6.0,61.946232917534225,-44.2216709536246
Cat3,15mph,lr,opposite,3,1625003790.6828113,1625003791.6922886,10132,1625003790,682811156,,0,1,42.33771733333333,-71.08628266666666,6.0,63.2603470026848,-45.703152435313164
Cat3,15mph,lr,opposite,3,1625003791.691847,1625003792.70465,10133,1625003791,691847147,,0,1,42.33771733333333,-71.08628266666666,6.0,63.2603470026848,-45.703152435313164
Cat3,15mph,lr,opposite,3,1625003792.703563,1625003793.7124894,10134,1625003792,703563061,,0,1,42.33771733333333,-71.08628266666666,6.0,63.2603470026848,-45.703152435313164
Cat3,15mph,lr,opposite,3,1625003793.7121725,1625003794.7230299,10135,1625003793,712172470,,0,1,42.33771733333333,-71.08628266666666,6.0,63.2603470026848,-45.703152435313164
Cat3,15mph,lr,opposite,3,1625003794.7228363,1625003795.7334094,10136,1625003794,722836210,,0,1,42.33771733333333,-71.08628266666666,6.0,63.2603470026848,-45.703152435313164
Cat3,15mph,lr,opposite,3,1625003795.7330208,1625003796.7538552,10137,1625003795,733020700,,0,1,42.33771733333333,-71.08628266666666,6.0,63.2603470026848,-45.703152435313164
Cat3,15mph,lr,opposite,3,1625003796.7535317,1625003797.7528708,10138,1625003796,753531604,,0,1,42.33771733333333,-71.08628266666666,6.0,63.2603470026848,-45.703152435313164
Cat3,15mph,lr,opposite,3,1625003797.7526119,1625003798.7653131,10139,1625003797,752611855,,0,1,42.33771733333333,-71.08628266666666,6.0,63.2603470026848,-45.703152435313164
Cat3,15mph,lr,opposite,3,1625003798.7649622,1625003799.778809,10140,1625003798,764962158,,0,1,42.33771733333333,-71.08628266666666,6.0,63.2603470026848,-45.703152435313164
Cat3,15mph,lr,opposite,3,1625003799.7784274,1625003800.7923243,10141,1625003799,778427285,,0,1,42.33771733333333,-71.08628266666666,6.0,63.2603470026848,-45.703152435313164
Cat3,15mph,lr,opposite,3,1625003800.7918653,1625003801.7925503,10142,1625003800,791865395,,0,1,42.33771733333333,-71.08628266666666,6.0,63.2603470026848,-45.703152435313164
Cat3,15mph,lr,opposite,3,1625003801.792243,1625003802.8129518,10143,1625003801,792243021,,0,1,42.33771733333333,-71.08628266666666,6.0,63.2603470026848,-45.703152435313164
