Base-Twin,1R-Twin,3R-Twin
0.5238360958569666,0.6692910402081916,0.7663448955479667
0.7174195916483261,0.7603860944785873,0.787735874167965
0.7730155951979739,0.8269892425848147,0.8615848149293667
