Category,speed,direction,lane,episode,sweep_time_stamp,max_rssi,selected_sector,tx_mcs,rx_mcs,sqi,all_rssi,all_sector
Cat1,10mph,lr,opposite,1,1624824107.957806,6103,26,4,1,45,"[5846, 0, 0, 5332, 0, 5537, 5000, 5632, 6103, 5555, 4651]","[10, 10, 10, 16, 17, 19, 19, 19, 26, 29, 30]"
Cat1,10mph,lr,opposite,1,1624824108.9781,5724,10,1,6,35,"[4287, 4206, 4200, 5724, 0, 4264, 4605, 4893, 4592, 5582, 5158, 4914, 4744, 4674, 0]","[1, 1, 1, 10, 10, 10, 16, 19, 19, 23, 26, 27, 29, 29, 29]"
Cat1,10mph,lr,opposite,1,1624824110.158018,4938,26,0,3,35,"[4902, 4162, 4614, 4840, 4555, 4313, 4205, 4690, 4938, 0]","[10, 12, 12, 16, 19, 22, 23, 26, 26, 26]"
Cat1,10mph,lr,opposite,1,1624824111.238364,4804,26,0,1,35,"[4349, 3662, 4256, 4357, 4334, 4612, 4370, 4413, 4804, 4286]","[10, 12, 12, 16, 16, 19, 23, 26, 26, 30]"
Cat1,10mph,lr,opposite,1,1624824112.23736,4289,29,0,4,25,"[3978, 4289, 0, 3982, 0, 4036]","[19, 29, 29, 29, 29, 47]"
Cat1,10mph,lr,opposite,1,1624824113.286956,4781,30,1,4,30,"[4312, 4073, 3810, 3747, 4560, 3840, 3921, 4712, 4729, 4781, 0, 4365]","[10, 12, 12, 16, 19, 19, 23, 26, 29, 30, 30, 63]"
Cat1,10mph,lr,opposite,1,1624824114.317341,4608,26,3,4,35,"[4587, 4371, 3960, 4154, 0, 4551, 3764, 4236, 4279, 4608, 0, 4368, 4046, 3984]","[10, 12, 12, 16, 16, 19, 19, 19, 23, 26, 26, 26, 26, 63]"
Cat1,10mph,lr,opposite,1,1624824115.37731,4574,29,0,0,35,"[3426, 4136, 3745, 3804, 4236, 4145, 3924, 4208, 4574, 3856, 3744]","[1, 10, 12, 12, 16, 19, 19, 26, 29, 29, 29]"
Cat1,10mph,lr,opposite,1,1624824116.427465,4582,17,2,1,25,"[4034, 4582, 4506, 4150, 4183, 4455]","[16, 17, 19, 23, 26, 29]"
Cat1,10mph,lr,opposite,1,1624824117.457428,4351,29,0,0,40,"[4030, 3370, 3477, 4070, 4167, 3940, 4209, 4260, 4351, 3936]","[10, 12, 15, 15, 19, 19, 23, 26, 29, 29]"
