Category,speed,direction,lane,episode,sweep_time_stamp,max_rssi,selected_sector,tx_mcs,rx_mcs,sqi,all_rssi,all_sector
Cat1,15mph,lr,opposite,0,1624826300.898877,7915,29,6,6,35,"[6099, 0, 6106, 6483, 4738, 5504, 6407, 0, 6410, 6994, 6190, 7748, 6202, 5528, 7824, 6260, 5376, 5496, 6453, 5377, 7782, 6304, 5340, 7915, 6293, 5552, 6516, 6366]","[1, 2, 3, 4, 5, 5, 8, 8, 10, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 30, 61, 63]"
Cat1,15mph,lr,opposite,0,1624826301.94095,9699,29,4,4,40,"[6160, 6396, 6479, 7972, 6412, 6438, 7036, 0, 7750, 7234, 6610, 8043, 6366, 6407, 9603, 6484, 6441, 6594, 6786, 6347, 8290, 6705, 5532, 9699, 6595, 7806, 6723]","[1, 1, 3, 4, 5, 6, 8, 8, 10, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 61, 63]"
Cat1,15mph,lr,opposite,0,1624826303.110859,9753,19,6,6,50,"[7325, 6542, 6776, 7428, 6458, 0, 6641, 7888, 6436, 7411, 7598, 7511, 8124, 6666, 6530, 9753, 7856, 6640, 6510, 8004, 6497, 8501, 7849, 6608, 9648, 7810, 7570, 7770]","[1, 2, 2, 4, 5, 5, 7, 8, 8, 10, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 61, 63]"
Cat1,15mph,lr,opposite,0,1624826304.32772,8140,26,6,6,55,"[6373, 6232, 5300, 6712, 6386, 6000, 5802, 6523, 7518, 6574, 6720, 6548, 7872, 6339, 6349, 7952, 6493, 6385, 5643, 6686, 5586, 8140, 6588, 6348, 8056, 6474, 6082, 7205, 6636]","[1, 2, 3, 4, 5, 5, 7, 8, 9, 10, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 30, 61, 63]"
Cat1,15mph,lr,opposite,0,1624826305.341165,8140,26,6,6,55,"[6373, 6232, 5300, 6712, 6386, 6000, 5802, 6523, 7518, 6574, 6720, 6548, 7872, 6339, 6349, 7952, 6493, 6385, 5643, 6686, 5586, 8140, 6588, 6348, 8056, 6474, 6082, 7205, 6636]","[1, 2, 3, 4, 5, 5, 7, 8, 9, 10, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 30, 61, 63]"
Cat1,15mph,lr,opposite,0,1624826306.411207,7612,19,4,4,45,"[5509, 0, 5972, 6385, 6079, 0, 5656, 6252, 5062, 6359, 5682, 5591, 6461, 4649, 6115, 7612, 6252, 5990, 5986, 7170, 5284, 6812, 6227, 5972, 7507, 5427, 6916, 6039]","[1, 2, 3, 4, 5, 5, 5, 8, 9, 10, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 61, 63]"
Cat1,15mph,lr,opposite,0,1624826307.451237,7845,29,6,4,50,"[6102, 5304, 5920, 7088, 5321, 5320, 5432, 6505, 6244, 5979, 5589, 6578, 5206, 5280, 7761, 6269, 5310, 6270, 6408, 5330, 5932, 7056, 6326, 5732, 7845, 6355, 5616, 7036, 6251]","[1, 2, 2, 4, 5, 6, 6, 8, 10, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 24, 26, 27, 27, 29, 30, 30, 61, 63]"
Cat1,15mph,lr,opposite,0,1624826308.431023,7940,19,4,4,40,"[6424, 0, 6160, 7731, 5437, 5334, 6554, 5294, 7357, 6611, 5915, 7494, 6227, 6165, 7940, 6266, 5493, 6314, 6679, 6201, 7799, 7527, 6271, 7136, 6489, 7481, 6471]","[1, 2, 3, 4, 5, 6, 8, 9, 10, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 61, 63]"
Cat1,15mph,lr,opposite,0,1624826309.440708,7787,19,8,3,60,"[6289, 0, 5623, 6695, 6276, 5612, 6111, 6592, 5688, 6428, 6245, 7586, 6177, 6060, 7787, 6236, 5347, 5539, 6617, 5372, 7647, 6398, 5503, 7107, 6418, 5516, 7169, 6279]","[1, 1, 3, 4, 5, 5, 8, 10, 10, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 30, 61, 63]"
Cat1,15mph,lr,opposite,0,1624826310.350918,7942,19,8,8,45,"[6606, 0, 5681, 6513, 5415, 6549, 5816, 6899, 7208, 7858, 5744, 6370, 7942, 7488, 6052, 7052, 5495, 7227, 6276, 6111, 7663, 7771, 7235, 6622]","[1, 2, 3, 4, 5, 8, 8, 10, 12, 16, 16, 18, 19, 20, 20, 23, 24, 26, 26, 28, 29, 30, 61, 63]"
