Category,speed,direction,lane,episode,time header,Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,x,y
Cat3,20mph,lr,opposite,5,1625006152.791957,1625006152.9023361,12469,1625006152,791956919,,0,1,42.33803733333333,-71.08659733333333,6.0,37.41613728691852,-10.147596879524675
Cat3,20mph,lr,opposite,5,1625006153.8020773,1625006153.8947635,12470,1625006153,802077350,,0,1,42.33803733333333,-71.08659733333333,6.0,37.41613728691852,-10.147596879524675
Cat3,20mph,lr,opposite,5,1625006154.8250327,1625006154.874741,12471,1625006154,825032594,,0,1,42.33803733333333,-71.08659733333333,6.0,37.41613728691852,-10.147596879524675
Cat3,20mph,lr,opposite,5,1625006155.8257015,1625006155.902259,12472,1625006155,825701591,,0,1,42.33803733333333,-71.08659733333333,6.0,37.41613728691852,-10.147596879524675
Cat3,20mph,lr,opposite,5,1625006156.8417573,1625006156.8947134,12473,1625006156,841757204,,0,1,42.33803733333333,-71.08659733333333,6.0,37.41613728691852,-10.147596879524675
Cat3,20mph,lr,opposite,5,1625006157.841824,1625006157.8747072,12474,1625006157,841824128,,0,1,42.33803733333333,-71.08659733333333,6.0,37.41613728691852,-10.147596879524675
Cat3,20mph,lr,opposite,5,1625006158.8519907,1625006158.902244,12475,1625006158,851990709,,0,1,42.338034666666665,-71.08659733333333,6.0,37.41613808026499,-10.443893175862387
Cat3,20mph,lr,opposite,5,1625006159.861679,1625006159.8922641,12476,1625006159,861679110,,0,1,42.338013333333336,-71.08657066666666,6.0,39.60631846874664,-12.81426354577459
Cat3,20mph,lr,opposite,5,1625006160.8723035,1625006160.874887,12477,1625006160,872303600,,0,1,42.33797066666666,-71.08652266666667,6.0,43.54864651666133,-17.555004287177983
Cat3,20mph,lr,opposite,5,1625006161.881934,1625006161.9022815,12478,1625006161,881933964,,0,1,42.33790666666667,-71.08645333333334,6.0,49.243126014582906,-24.666115397704086
Cat3,20mph,lr,opposite,5,1625006162.891959,1625006162.8946943,12479,1625006162,891958934,,0,1,42.33784,-71.08637333333333,6.0,55.813683298183264,-32.07352280535739
Cat3,20mph,lr,opposite,5,1625006163.902026,1625006163.912118,12480,1625006163,902025820,,0,1,42.33778133333333,-71.08630933333333,6.0,61.07013672904961,-38.59204132399756
Cat3,20mph,lr,opposite,5,1625006164.9119067,1625006164.925305,12481,1625006164,911906610,,0,1,42.337736,-71.08626133333334,6.0,65.01248070934608,-43.62907836094918
Cat3,20mph,lr,opposite,5,1625006165.9248857,1625006165.9386702,12482,1625006165,924885792,,0,1,42.33770666666667,-71.08622933333334,6.0,67.64071113116991,-46.88833761987452
Cat3,20mph,lr,opposite,5,1625006166.9416363,1625006166.9421353,12483,1625006166,941636274,,0,1,42.337701333333335,-71.086224,6.0,68.07874989458095,-47.48093021254994
Cat3,20mph,lr,opposite,5,1625006167.9418411,1625006167.9524348,12484,1625006167,941841051,,0,1,42.337701333333335,-71.086224,6.0,68.07874989458095,-47.48093021254994
Cat3,20mph,lr,opposite,5,1625006170.9720693,1625006170.9840689,12487,1625006170,972069358,,0,1,42.337701333333335,-71.086224,6.0,68.07874989458095,-47.48093021254994
Cat3,20mph,lr,opposite,5,1625006174.0117211,1625006174.0150564,12490,1625006174,11721152,,0,1,42.337701333333335,-71.086224,6.0,68.07874989458095,-47.48093021254994
Cat3,20mph,lr,opposite,5,1625006175.0247655,1625006175.0253243,12491,1625006175,24765490,,0,1,42.337701333333335,-71.086224,6.0,68.07874989458095,-47.48093021254994
