Category,speed,direction,lane,episode,sweep_time_stamp,max_rssi,selected_sector,tx_mcs,rx_mcs,sqi,all_rssi,all_sector
Cat3,15mph,lr,opposite,0,1625003430.45518,7884,10,8,8,50,"[5184, 0, 4788, 5864, 7372, 4600, 7884, 4170, 5290, 5008, 5942, 5970, 4929, 7301, 4390, 7065, 6315, 6024, 4680, 6253, 5842, 5110, 5668, 6138, 4100, 0, 4945, 4480]","[3, 4, 6, 7, 8, 8, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 30, 30, 61, 63]"
Cat3,15mph,lr,opposite,0,1625003431.25542,8413,22,4,8,40,"[5855, 5374, 6148, 5015, 6164, 6374, 4292, 8134, 4602, 5476, 5050, 6202, 6094, 4961, 7670, 5110, 8413, 6403, 6004, 4472, 6347, 5363, 5992, 6295, 6329, 4424, 4922, 5212]","[2, 3, 4, 6, 7, 8, 9, 10, 10, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 24, 26, 27, 28, 29, 30, 30, 30, 30]"
Cat3,15mph,lr,opposite,0,1625003432.204462,7647,22,4,8,40,"[4276, 5390, 5049, 5284, 4448, 4272, 7573, 5082, 7647, 6316, 5214, 4418, 6848, 5200, 5028, 6258, 5312, 4028, 4594, 4936, 4640]","[3, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 24, 26, 27, 28, 29, 30, 30, 30, 61, 63]"
Cat3,15mph,lr,opposite,0,1625003433.08466,7647,22,7,8,45,"[4276, 5390, 5049, 5284, 4448, 4272, 7573, 5082, 7647, 6316, 5214, 4418, 6848, 5200, 5028, 6258, 5312, 4028, 4594, 4936, 4640]","[3, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 24, 26, 27, 28, 29, 30, 30, 30, 61, 63]"
Cat3,15mph,lr,opposite,0,1625003434.09454,7647,22,7,8,50,"[4276, 5390, 5049, 5284, 4448, 4272, 7573, 5082, 7647, 6316, 5214, 4418, 6848, 5200, 5028, 6258, 5312, 4028, 4594, 4936, 4640]","[3, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 24, 26, 27, 28, 29, 30, 30, 30, 61, 63]"
Cat3,15mph,lr,opposite,0,1625003435.124185,7592,10,7,6,40,"[5114, 0, 5364, 4078, 4440, 5042, 5342, 4860, 7592, 5205, 4703, 4802, 5067, 0, 7198, 4975, 6971, 5405, 5196, 6163, 5819, 5076, 6101, 5483, 3976, 0, 4933, 4121, 4666]","[2, 3, 4, 4, 6, 7, 8, 9, 10, 12, 15, 16, 17, 17, 19, 20, 22, 23, 24, 26, 27, 28, 29, 30, 30, 30, 61, 62, 62]"
Cat3,15mph,lr,opposite,0,1625003436.115691,6874,22,7,8,50,"[5360, 4480, 5220, 3760, 4519, 4202, 5144, 3446, 6543, 4016, 6108, 4731, 5180, 5027, 4041, 6385, 4930, 3578, 6874, 5396, 5050, 3790, 5413, 4428, 5004, 5336, 5319, 3684, 3814, 3957, 4867, 4062, 4396]","[2, 3, 4, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 20, 22, 23, 24, 24, 26, 27, 28, 29, 30, 30, 30, 60, 61, 62, 62]"
Cat3,15mph,lr,opposite,0,1625003437.254343,6874,22,8,7,40,"[5360, 4480, 5220, 3760, 4519, 4202, 5144, 3446, 6543, 4016, 6108, 4731, 5180, 5027, 4041, 6385, 4930, 3578, 6874, 5396, 5050, 3790, 5413, 4428, 5004, 5336, 5319, 3684, 3814, 3957, 4867, 4062, 4396]","[2, 3, 4, 4, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19, 20, 20, 22, 23, 24, 24, 26, 27, 28, 29, 30, 30, 30, 60, 61, 62, 62]"
Cat3,15mph,lr,opposite,0,1625003438.37436,6691,22,8,8,60,"[5046, 4148, 4468, 5011, 4778, 6434, 4221, 3648, 6691, 5376, 5060, 3385, 5296, 5114, 5034, 5368, 6105, 0, 4457, 4090, 4244]","[12, 15, 16, 17, 18, 19, 20, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 30, 61, 62, 63]"
Cat3,15mph,lr,opposite,0,1625003439.494134,10019,19,8,8,50,"[6288, 0, 5286, 4306, 5102, 5088, 6532, 5741, 5848, 5265, 4594, 3866, 6171, 4948, 5559, 4238, 10019, 4418, 4666, 7987, 6718, 6401, 4166, 4928, 5548, 5059, 6013, 5510, 5709, 4165]","[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 61, 63]"
