Category,speed,direction,lane,episode,time header,Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,x,y
Cat1,15mph,lr,opposite,3,1624827848.2487469,1624827848.7687552,6577,1624827848,248746823,,0,1,42.338048,-71.08697066666667,6.0,6.753705984975209,-8.962411694173827
Cat1,15mph,lr,opposite,3,1624827849.2684073,1624827849.808813,6578,1624827849,268407302,,0,1,42.338048,-71.08697066666667,6.0,6.753705984975209,-8.962411694173827
Cat1,15mph,lr,opposite,3,1624827850.2785764,1624827850.789927,6579,1624827850,278576271,,0,1,42.338048,-71.08697066666667,6.0,6.753705984975209,-8.962411694173827
Cat1,15mph,lr,opposite,3,1624827851.288114,1624827851.7690458,6580,1624827851,288114051,,0,1,42.338048,-71.08697066666667,6.0,6.753705984975209,-8.962411694173827
Cat1,15mph,lr,opposite,3,1624827852.29818,1624827852.808758,6581,1624827852,298180042,,0,1,42.338048,-71.08697066666667,6.0,6.753705984975209,-8.962411694173827
Cat1,15mph,lr,opposite,3,1624827853.3088775,1624827853.78862,6582,1624827853,308877402,,0,1,42.338048,-71.08697066666667,6.0,6.753705984975209,-8.962411694173827
Cat1,15mph,lr,opposite,3,1624827854.3182266,1624827855.3285117,6583,1624827854,318226694,,0,1,42.338048,-71.08697066666667,6.0,6.753705984975209,-8.962411694173827
Cat1,15mph,lr,opposite,3,1624827855.3280573,1624827856.3385806,6584,1624827855,328057379,,0,1,42.338048,-71.08697066666667,6.0,6.753705984975209,-8.962411694173827
Cat1,15mph,lr,opposite,3,1624827856.3382423,1624827857.349059,6585,1624827856,338242318,,0,1,42.33803733333333,-71.08695466666667,6.0,8.067810732035376,-10.147596879524675
Cat1,15mph,lr,opposite,3,1624827857.3486228,1624827858.3584886,6586,1624827857,348622735,,0,1,42.338005333333335,-71.08691733333333,6.0,11.134056638246399,-13.703152434787727
Cat1,15mph,lr,opposite,3,1624827858.3581667,1624827859.3686814,6587,1624827858,358166720,,0,1,42.33796533333334,-71.086864,6.0,15.514409933484826,-18.147596879063915
Cat1,15mph,lr,opposite,3,1624827859.368225,1624827860.3882554,6588,1624827859,368225087,,0,1,42.33791466666667,-71.0868,6.0,20.77083800754191,-23.77722650869095
Cat1,15mph,lr,opposite,3,1624827860.3879228,1624827861.398176,6589,1624827860,387922665,,0,1,42.33786666666666,-71.08674133333334,6.0,25.589234444622832,-29.110559842769767
Cat1,15mph,lr,opposite,3,1624827861.3978271,1624827862.3986382,6590,1624827861,397827033,,0,1,42.337818666666664,-71.08668266666666,6.0,30.407634560826107,-34.44389317605909
Cat1,15mph,lr,opposite,3,1624827862.3982048,1624827863.41824,6591,1624827862,398204808,,0,1,42.337784,-71.08664,6.0,33.911927798013,-38.295745027659855
Cat1,15mph,lr,opposite,3,1624827863.41781,1624827864.4281478,6592,1624827863,417809974,,0,1,42.33776266666667,-71.086608,6.0,36.540147638711645,-40.66611539757206
Cat1,15mph,lr,opposite,3,1624827864.427807,1624827865.438426,6593,1624827864,427806986,,0,1,42.33775466666667,-71.08659733333333,6.0,37.41622138153141,-41.555004286585195
Cat1,15mph,lr,opposite,3,1624827865.4380033,1624827866.4485767,6594,1624827865,438003274,,0,1,42.33775466666667,-71.08659733333333,6.0,37.41622138153141,-41.555004286585195
Cat1,15mph,lr,opposite,3,1624827866.44801,1624827867.4581828,6595,1624827866,448009995,,0,1,42.33775466666667,-71.08659733333333,6.0,37.41622138153141,-41.555004286585195
Cat1,15mph,lr,opposite,3,1624827867.4577558,1624827868.4759943,6596,1624827867,457755870,,0,1,42.33775466666667,-71.08659733333333,6.0,37.41622138153141,-41.555004286585195
Cat1,15mph,lr,opposite,3,1624827868.4756048,1624827869.4784598,6597,1624827868,475604864,,0,1,42.33775466666667,-71.08659733333333,6.0,37.41622138153141,-41.555004286585195
Cat1,15mph,lr,opposite,3,1624827869.477991,1624827870.4890637,6598,1624827869,477991038,,0,1,42.33775466666667,-71.08659733333333,6.0,37.41622138153141,-41.555004286585195
Cat1,15mph,lr,opposite,3,1624827870.4886672,1624827871.499065,6599,1624827870,488667352,,0,1,42.33775466666667,-71.08659733333333,6.0,37.41622138153141,-41.555004286585195
Cat1,15mph,lr,opposite,3,1624827871.497863,1624827872.5179849,6600,1624827871,497863039,,0,1,42.33775466666667,-71.08659733333333,6.0,37.41622138153141,-41.555004286585195
