Category,speed,direction,lane,episode,Time header,lidar number,path to the file
Cat3,15mph,lr,opposite,9,1625004377.251613000,ns1,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_9/lidar_pcd/ns1/velodyne_points/1625004377.251613000.pcd
Cat3,15mph,lr,opposite,9,1625004377.352455000,ns1,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_9/lidar_pcd/ns1/velodyne_points/1625004377.352455000.pcd
Cat3,15mph,lr,opposite,9,1625004377.453352000,ns1,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_9/lidar_pcd/ns1/velodyne_points/1625004377.453352000.pcd
Cat3,15mph,lr,opposite,9,1625004377.554189000,ns1,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_9/lidar_pcd/ns1/velodyne_points/1625004377.554189000.pcd
Cat3,15mph,lr,opposite,9,1625004377.655036000,ns1,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_9/lidar_pcd/ns1/velodyne_points/1625004377.655036000.pcd
Cat3,15mph,lr,opposite,9,1625004377.755922000,ns1,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_9/lidar_pcd/ns1/velodyne_points/1625004377.755922000.pcd
Cat3,15mph,lr,opposite,9,1625004377.856779000,ns1,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_9/lidar_pcd/ns1/velodyne_points/1625004377.856779000.pcd
Cat3,15mph,lr,opposite,9,1625004377.957596000,ns1,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_9/lidar_pcd/ns1/velodyne_points/1625004377.957596000.pcd
Cat3,15mph,lr,opposite,9,1625004378.058466000,ns1,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_9/lidar_pcd/ns1/velodyne_points/1625004378.058466000.pcd
Cat3,15mph,lr,opposite,9,1625004378.159348000,ns1,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_9/lidar_pcd/ns1/velodyne_points/1625004378.159348000.pcd
Cat3,15mph,lr,opposite,9,1625004378.260185000,ns1,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_9/lidar_pcd/ns1/velodyne_points/1625004378.260185000.pcd
Cat3,15mph,lr,opposite,9,1625004378.361030000,ns1,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_9/lidar_pcd/ns1/velodyne_points/1625004378.361030000.pcd
Cat3,15mph,lr,opposite,9,1625004378.461896000,ns1,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_9/lidar_pcd/ns1/velodyne_points/1625004378.461896000.pcd
Cat3,15mph,lr,opposite,9,1625004378.562766000,ns1,/media/batool/MULTIMODAL_DATA/Multimodal_Data/Cat3/static_in_front/bag_files/Cat3_15mph_lr_opposite_9/lidar_pcd/ns1/velodyne_points/1625004378.562766000.pcd
