Category,speed,direction,lane,episode,sweep_time_stamp,max_rssi,selected_sector,tx_mcs,rx_mcs,sqi,all_rssi,all_sector
Cat3,20mph,lr,opposite,3,1625005995.006423,8047,10,6,8,55,"[5913, 5192, 5340, 3688, 4688, 5116, 6653, 4200, 8047, 4120, 5233, 4120, 5064, 5222, 6044, 4993, 6494, 5118, 7722, 7601, 6340, 4101, 5446, 4481, 5204, 6464, 6504, 5002, 4025, 4980]","[2, 3, 4, 4, 6, 7, 8, 9, 10, 11, 12, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 61, 62, 63]"
Cat3,20mph,lr,opposite,3,1625005995.965739,8047,10,6,8,55,"[5913, 5192, 5340, 3688, 4688, 5116, 6653, 4200, 8047, 4120, 5233, 4120, 5064, 5222, 6044, 4993, 6494, 5118, 7722, 7601, 6340, 4101, 5446, 4481, 5204, 6464, 6504, 5002, 4025, 4980]","[2, 3, 4, 4, 6, 7, 8, 9, 10, 11, 12, 12, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 61, 62, 63]"
Cat3,20mph,lr,opposite,3,1625005996.826253,9888,10,6,8,50,"[7487, 6352, 7778, 5230, 6296, 9686, 5916, 9888, 5096, 6074, 4820, 6164, 5482, 6322, 5254, 8111, 6214, 4588, 9403, 7976, 7781, 4272, 7784, 6283, 5686, 6741, 8024, 5726, 4548, 5023]","[2, 3, 4, 6, 7, 8, 9, 10, 10, 12, 14, 15, 16, 17, 18, 19, 20, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 61, 61, 63]"
Cat3,20mph,lr,opposite,3,1625005997.756384,9888,10,7,8,50,"[7487, 6352, 7778, 5230, 6296, 9686, 5916, 9888, 5096, 6074, 4820, 6164, 5482, 6322, 5254, 8111, 6214, 4588, 9403, 7976, 7781, 4272, 7784, 6283, 5686, 6741, 8024, 5726, 4548, 5023]","[2, 3, 4, 6, 7, 8, 9, 10, 10, 12, 14, 15, 16, 17, 18, 19, 20, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 61, 61, 63]"
Cat3,20mph,lr,opposite,3,1625005998.675925,9888,10,7,8,55,"[7487, 6352, 7778, 5230, 6296, 9686, 5916, 9888, 5096, 6074, 4820, 6164, 5482, 6322, 5254, 8111, 6214, 4588, 9403, 7976, 7781, 4272, 7784, 6283, 5686, 6741, 8024, 5726, 4548, 5023]","[2, 3, 4, 6, 7, 8, 9, 10, 10, 12, 14, 15, 16, 17, 18, 19, 20, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 61, 61, 63]"
Cat3,20mph,lr,opposite,3,1625005999.635597,9888,10,7,8,55,"[7487, 6352, 7778, 5230, 6296, 9686, 5916, 9888, 5096, 6074, 4820, 6164, 5482, 6322, 5254, 8111, 6214, 4588, 9403, 7976, 7781, 4272, 7784, 6283, 5686, 6741, 8024, 5726, 4548, 5023]","[2, 3, 4, 6, 7, 8, 9, 10, 10, 12, 14, 15, 16, 17, 18, 19, 20, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 61, 61, 63]"
Cat3,20mph,lr,opposite,3,1625006000.526553,8052,10,7,8,55,"[6301, 0, 5496, 4426, 5122, 5988, 4210, 8052, 4586, 5452, 4027, 5110, 4682, 6035, 4938, 7485, 5051, 7647, 5589, 6251, 4123, 6283, 5160, 4734, 6490, 6415, 3965, 4967, 4112, 4984]","[2, 3, 4, 6, 7, 8, 9, 10, 10, 12, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 60, 61, 62, 63]"
Cat3,20mph,lr,opposite,3,1625006001.526118,8052,10,7,8,55,"[6301, 0, 5496, 4426, 5122, 5988, 4210, 8052, 4586, 5452, 4027, 5110, 4682, 6035, 4938, 7485, 5051, 7647, 5589, 6251, 4123, 6283, 5160, 4734, 6490, 6415, 3965, 4967, 4112, 4984]","[2, 3, 4, 6, 7, 8, 9, 10, 10, 12, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 60, 61, 62, 63]"
Cat3,20mph,lr,opposite,3,1625006002.516061,8052,10,7,8,55,"[6301, 0, 5496, 4426, 5122, 5988, 4210, 8052, 4586, 5452, 4027, 5110, 4682, 6035, 4938, 7485, 5051, 7647, 5589, 6251, 4123, 6283, 5160, 4734, 6490, 6415, 3965, 4967, 4112, 4984]","[2, 3, 4, 6, 7, 8, 9, 10, 10, 12, 14, 15, 16, 17, 18, 19, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 60, 61, 62, 63]"
Cat3,20mph,lr,opposite,3,1625006003.43611,7589,19,7,8,50,"[5418, 5776, 5116, 4570, 4148, 5340, 3970, 6283, 3884, 4192, 3388, 3471, 4251, 3563, 4554, 4004, 7589, 4795, 3357, 6358, 6310, 5304, 3949, 6120, 4185, 4055, 5767, 5194, 3218, 3614, 3664, 5049, 3939]","[2, 3, 4, 6, 7, 8, 9, 10, 10, 12, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 31, 60, 61, 63]"
