Category,speed,direction,lane,episode,time header,Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,x,y
Cat1,20mph,lr,opposite,3,1624829517.0214803,1624829517.8419178,8228,1624829517,21480382,,0,1,42.33806666666667,-71.08693333333333,6.0,9.81994734067179,-6.8883376198098425
Cat1,20mph,lr,opposite,3,1624829518.032406,1624829518.833878,8229,1624829518,32406200,,0,1,42.33806666666667,-71.08693333333333,6.0,9.81994734067179,-6.8883376198098425
Cat1,20mph,lr,opposite,3,1624829519.0413427,1624829519.8137407,8230,1624829519,41342841,,0,1,42.33806666666667,-71.08693333333333,6.0,9.81994734067179,-6.8883376198098425
Cat1,20mph,lr,opposite,3,1624829520.0559757,1624829520.843615,8231,1624829520,55975674,,0,1,42.33806666666667,-71.08693333333333,6.0,9.81994734067179,-6.8883376198098425
Cat1,20mph,lr,opposite,3,1624829521.0617082,1624829521.8329713,8232,1624829521,61708280,,0,1,42.33806666666667,-71.08693333333333,6.0,9.81994734067179,-6.8883376198098425
Cat1,20mph,lr,opposite,3,1624829522.0719051,1624829522.8126206,8233,1624829522,71905143,,0,1,42.33806666666667,-71.08693333333333,6.0,9.81994734067179,-6.8883376198098425
Cat1,20mph,lr,opposite,3,1624829523.081238,1624829523.8416908,8234,1624829523,81237970,,0,1,42.33806666666667,-71.08693333333333,6.0,9.81994734067179,-6.8883376198098425
Cat1,20mph,lr,opposite,3,1624829524.0935965,1624829524.8337045,8235,1624829524,93596572,,0,1,42.33806666666667,-71.08693333333333,6.0,9.81994734067179,-6.8883376198098425
Cat1,20mph,lr,opposite,3,1624829525.1014194,1624829525.8126044,8236,1624829525,101419487,,0,1,42.338056,-71.08692266666667,6.0,10.696017493009192,-8.07352280516069
Cat1,20mph,lr,opposite,3,1624829526.1210816,1624829526.841644,8237,1624829526,121081674,,0,1,42.338024,-71.08688533333333,6.0,13.762263612839917,-11.629078361213235
Cat1,20mph,lr,opposite,3,1624829527.1210887,1624829527.8338,8238,1624829527,121088743,,0,1,42.337976,-71.086832,6.0,18.14261824788518,-16.96241169450256
Cat1,20mph,lr,opposite,3,1624829528.1324027,1624829528.8129966,8239,1624829528,132402568,,0,1,42.33791466666667,-71.08676266666667,6.0,23.837084070306133,-23.77722650869095
Cat1,20mph,lr,opposite,3,1624829529.1555312,1624829529.8416877,8240,1624829529,155531113,,0,1,42.337856,-71.08669333333333,6.0,29.531554821815476,-30.295745027331122
Cat1,20mph,lr,opposite,3,1624829530.1611362,1624829530.8342137,8241,1624829530,161136227,,0,1,42.337808,-71.08663466666667,6.0,34.34995685013194,-35.62907836062045
Cat1,20mph,lr,opposite,3,1624829531.1718245,1624829531.812635,8242,1624829531,171824456,,0,1,42.33778133333333,-71.08660266666666,6.0,36.97817783170812,-38.59204132399756
Cat1,20mph,lr,opposite,3,1624829532.1810439,1624829532.8418348,8243,1624829532,181043894,,0,1,42.337770666666664,-71.08659733333333,6.0,37.416216621465054,-39.77722650934842
Cat1,20mph,lr,opposite,3,1624829533.197437,1624829533.833908,8244,1624829533,197437041,,0,1,42.337770666666664,-71.08659733333333,6.0,37.416216621465054,-39.77722650934842
Cat1,20mph,lr,opposite,3,1624829534.201105,1624829534.8124926,8245,1624829534,201105223,,0,1,42.337770666666664,-71.08659733333333,6.0,37.416216621465054,-39.77722650934842
Cat1,20mph,lr,opposite,3,1624829535.2121089,1624829535.8412943,8246,1624829535,212108787,,0,1,42.337770666666664,-71.08659733333333,6.0,37.416216621465054,-39.77722650934842
Cat1,20mph,lr,opposite,3,1624829536.2212887,1624829536.8338404,8247,1624829536,221288614,,0,1,42.337770666666664,-71.08659733333333,6.0,37.416216621465054,-39.77722650934842
Cat1,20mph,lr,opposite,3,1624829537.2335966,1624829537.8125942,8248,1624829537,233596502,,0,1,42.337770666666664,-71.08659733333333,6.0,37.416216621465054,-39.77722650934842
Cat1,20mph,lr,opposite,3,1624829538.2409942,1624829538.8413723,8249,1624829538,240994131,,0,1,42.337770666666664,-71.08659733333333,6.0,37.416216621465054,-39.77722650934842
