Category,speed,direction,lane,episode,time header,Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,x,y
Cat1,20mph,lr,opposite,4,1624829646.3985615,1624829647.4129453,8356,1624829646,398561562,,0,1,42.338072,-71.08693866666667,6.0,9.381912320229825,-6.29574502792391
Cat1,20mph,lr,opposite,4,1624829647.4102323,1624829648.4241488,8357,1624829647,410232261,,0,1,42.338072,-71.08693866666667,6.0,9.381912320229825,-6.29574502792391
Cat1,20mph,lr,opposite,4,1624829648.423742,1624829649.4328146,8358,1624829648,423742053,,0,1,42.338072,-71.08693866666667,6.0,9.381912320229825,-6.29574502792391
Cat1,20mph,lr,opposite,4,1624829649.4323418,1624829650.4387264,8359,1624829649,432341795,,0,1,42.338072,-71.08693866666667,6.0,9.381912320229825,-6.29574502792391
Cat1,20mph,lr,opposite,4,1624829650.4383144,1624829651.4581857,8360,1624829650,438314402,,0,1,42.338072,-71.08693866666667,6.0,9.381912320229825,-6.29574502792391
Cat1,20mph,lr,opposite,4,1624829651.4578223,1624829652.458148,8361,1624829651,457822272,,0,1,42.338072,-71.08693866666667,6.0,9.381912320229825,-6.29574502792391
Cat1,20mph,lr,opposite,4,1624829652.4578629,1624829653.489802,8362,1624829652,457862841,,0,1,42.338072,-71.08693866666667,6.0,9.381912320229825,-6.29574502792391
Cat1,20mph,lr,opposite,4,1624829653.489417,1624829654.498627,8363,1624829653,489417192,,0,1,42.338072,-71.08693866666667,6.0,9.381912320229825,-6.29574502792391
Cat1,20mph,lr,opposite,4,1624829654.4982207,1624829655.498522,8364,1624829654,498220653,,0,1,42.33806666666667,-71.08693333333333,6.0,9.81994734067179,-6.8883376198098425
Cat1,20mph,lr,opposite,4,1624829655.4978669,1624829656.5090206,8365,1624829655,497866950,,0,1,42.338048,-71.08690666666666,6.0,12.010122236185273,-8.962411694173827
Cat1,20mph,lr,opposite,4,1624829656.5088065,1624829657.519038,8366,1624829656,508806372,,0,1,42.338005333333335,-71.086864,6.0,15.51440499913422,-13.703152434787727
Cat1,20mph,lr,opposite,4,1624829657.5175757,1624829658.5342991,8367,1624829657,517575824,,0,1,42.337952,-71.08680533333333,6.0,20.332796819841548,-19.629078360752473
Cat1,20mph,lr,opposite,4,1624829658.533935,1624829659.5380025,8368,1624829658,533935016,,0,1,42.337893333333334,-71.086736,6.0,26.027264245162545,-26.147596879392648
Cat1,20mph,lr,opposite,4,1624829659.5376496,1624829660.5553024,8369,1624829659,537649535,,0,1,42.337834666666666,-71.08666666666667,6.0,31.721736983086505,-32.666115398032815
Cat1,20mph,lr,opposite,4,1624829660.554872,1624829661.5581172,8370,1624829660,554871941,,0,1,42.337792,-71.08661866666667,6.0,35.66406795779726,-37.40685613864672
Cat1,20mph,lr,opposite,4,1624829661.5577154,1624829662.5685863,8371,1624829661,557715505,,0,1,42.337770666666664,-71.086592,6.0,37.85425227499509,-39.77722650934842
Cat1,20mph,lr,opposite,4,1624829662.5680773,1624829663.5776186,8372,1624829662,568077373,,0,1,42.33776533333333,-71.086592,6.0,37.8542538802595,-40.36981910202384
Cat1,20mph,lr,opposite,4,1624829663.5772972,1624829664.593609,8373,1624829663,577297119,,0,1,42.33776533333333,-71.086592,6.0,37.8542538802595,-40.36981910202384
Cat1,20mph,lr,opposite,4,1624829664.5931778,1624829665.5990405,8374,1624829664,593177848,,0,1,42.33776533333333,-71.086592,6.0,37.8542538802595,-40.36981910202384
Cat1,20mph,lr,opposite,4,1624829665.598744,1624829666.6178918,8375,1624829665,598743871,,0,1,42.33776533333333,-71.086592,6.0,37.8542538802595,-40.36981910202384
Cat1,20mph,lr,opposite,4,1624829666.6175067,1624829667.6287994,8376,1624829666,617506690,,0,1,42.33776533333333,-71.086592,6.0,37.8542538802595,-40.36981910202384
Cat1,20mph,lr,opposite,4,1624829667.6284757,1624829668.6380224,8377,1624829667,628475551,,0,1,42.33776533333333,-71.086592,6.0,37.8542538802595,-40.36981910202384
Cat1,20mph,lr,opposite,4,1624829668.637586,1624829669.6578279,8378,1624829668,637586135,,0,1,42.33776533333333,-71.086592,6.0,37.8542538802595,-40.36981910202384
