Category,speed,direction,lane,episode,sweep_time_stamp,max_rssi,selected_sector,tx_mcs,rx_mcs,sqi,all_rssi,all_sector
Cat1,10mph,lr,opposite,2,1624824209.272945,24443,19,1,1,30,"[15948, 20682, 15935, 13361, 24443, 16036, 15432, 18436, 23370, 13786, 13880, 19756, 12048, 15406, 23675, 20190, 16552, 15250]","[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 24, 26, 27, 28, 29, 30, 61, 63]"
Cat1,10mph,lr,opposite,2,1624824210.242279,24443,19,1,1,30,"[15948, 20682, 15935, 13361, 24443, 16036, 15432, 18436, 23370, 13786, 13880, 19756, 12048, 15406, 23675, 20190, 16552, 15250]","[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 24, 26, 27, 28, 29, 30, 61, 63]"
Cat1,10mph,lr,opposite,2,1624824211.182334,24443,19,1,1,30,"[15948, 20682, 15935, 13361, 24443, 16036, 15432, 18436, 23370, 13786, 13880, 19756, 12048, 15406, 23675, 20190, 16552, 15250]","[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 24, 26, 27, 28, 29, 30, 61, 63]"
Cat1,10mph,lr,opposite,2,1624824212.142025,24443,19,1,1,30,"[15948, 20682, 15935, 13361, 24443, 16036, 15432, 18436, 23370, 13786, 13880, 19756, 12048, 15406, 23675, 20190, 16552, 15250]","[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 24, 26, 27, 28, 29, 30, 61, 63]"
Cat1,10mph,lr,opposite,2,1624824213.172153,24443,19,1,1,30,"[15948, 20682, 15935, 13361, 24443, 16036, 15432, 18436, 23370, 13786, 13880, 19756, 12048, 15406, 23675, 20190, 16552, 15250]","[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 24, 26, 27, 28, 29, 30, 61, 63]"
Cat1,10mph,lr,opposite,2,1624824214.33202,24443,19,1,8,40,"[15948, 20682, 15935, 13361, 24443, 16036, 15432, 18436, 23370, 13786, 13880, 19756, 12048, 15406, 23675, 20190, 16552, 15250]","[15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 24, 26, 27, 28, 29, 30, 61, 63]"
Cat1,10mph,lr,opposite,2,1624824215.291903,6366,19,4,8,40,"[4468, 3940, 4242, 5062, 4162, 3374, 4132, 4102, 4830, 5896, 4725, 0, 4015, 4711, 5378, 5896, 4016, 6366, 4918, 4094, 5074, 6273, 4963, 4868, 5896, 4195, 4189, 6316, 5232, 0, 5014, 4370]","[1, 1, 3, 4, 5, 6, 7, 8, 9, 10, 12, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 30, 61, 63]"
Cat1,10mph,lr,opposite,2,1624824216.672575,8069,19,3,4,45,"[5314, 5160, 6112, 6332, 5148, 5048, 4388, 5146, 5954, 6351, 5411, 4464, 5716, 7846, 5230, 5032, 8069, 5192, 5124, 5332, 6507, 6168, 7016, 5240, 5164, 7778, 6408, 4960, 4764, 4704, 5712, 5865]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 30, 30, 30, 61, 63]"
Cat1,10mph,lr,opposite,2,1624824217.64193,6474,19,7,8,45,"[4564, 4198, 5184, 5260, 4986, 4996, 4944, 4392, 4250, 6082, 0, 5089, 4244, 5073, 6401, 6050, 3622, 6474, 5148, 4222, 5088, 6346, 5138, 4376, 6126, 5074, 4241, 5625, 5519, 4080, 4852, 4899]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 10, 12, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 24, 26, 27, 28, 29, 30, 30, 61, 63]"
Cat1,10mph,lr,opposite,2,1624824218.582046,6594,19,0,8,40,"[4741, 4084, 4208, 5200, 4884, 4904, 5008, 4216, 4264, 6156, 4304, 5524, 4660, 6388, 4984, 4893, 6594, 5160, 4940, 5972, 6310, 4330, 4488, 5967, 4434, 5754, 6376, 5345, 4198, 3964, 5522, 5024]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 10, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 24, 26, 27, 28, 29, 30, 30, 30, 61, 63]"
Cat1,10mph,lr,opposite,2,1624824219.561786,12007,16,0,7,40,"[9113, 0, 8194, 9856, 8143, 6916, 9308, 8021, 7187, 9842, 8387, 7230, 8926, 12007, 8014, 0, 11314, 9564, 8049, 8422, 10473, 9375, 7866, 11028, 8191, 8032, 9680, 10263, 7758, 6984, 9476]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 12, 15, 16, 17, 17, 19, 20, 21, 22, 23, 24, 24, 26, 27, 28, 29, 30, 31, 31, 61]"
Cat1,10mph,lr,opposite,2,1624824220.551779,6623,19,6,4,40,"[5182, 0, 4417, 5300, 5835, 5778, 4998, 5055, 4390, 5512, 5204, 4086, 5051, 6610, 4337, 4236, 6623, 5140, 5026, 5172, 6306, 4372, 6272, 4331, 4960, 6542, 6355, 4312, 4210, 4953, 4152, 4932]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 26, 27, 28, 29, 30, 30, 30, 61, 61, 63]"
Cat1,10mph,lr,opposite,2,1624824221.591596,7362,19,0,8,40,"[4752, 4294, 4212, 5244, 5100, 4116, 4215, 4246, 5018, 5240, 4881, 4000, 4180, 5078, 6474, 4504, 4194, 7362, 5156, 4328, 5282, 6320, 5076, 4352, 6124, 5054, 4266, 6236, 5399, 0, 4348, 5268, 5359]","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 24, 26, 27, 28, 29, 30, 30, 30, 61, 63]"
