Category,speed,direction,lane,episode,sweep_time_stamp,max_rssi,selected_sector,tx_mcs,rx_mcs,sqi,all_rssi,all_sector
Cat1,10mph,lr,opposite,8,1624825170.371088,6014,23,7,7,40,"[4004, 4558, 4210, 4758, 4131, 4923, 4507, 5395, 4148, 4298, 5829, 4995, 4897, 6014, 4036, 3970, 5213, 4205, 4106, 5456, 5106, 4414, 5158, 4643]","[3, 3, 3, 10, 11, 12, 15, 16, 17, 17, 19, 20, 22, 23, 23, 23, 26, 27, 28, 29, 30, 59, 61, 63]"
Cat1,10mph,lr,opposite,8,1624825171.741104,6411,19,4,8,40,"[5234, 3616, 4210, 5064, 4976, 3922, 4606, 4814, 4007, 4407, 4869, 6382, 4212, 4126, 6411, 5130, 4334, 5106, 3804, 5180, 5032, 3554, 5280, 4322, 3740, 4116, 5011, 4629]","[1, 2, 3, 4, 5, 5, 5, 10, 11, 12, 15, 16, 17, 18, 19, 20, 22, 23, 25, 26, 27, 28, 29, 30, 30, 59, 61, 63]"
Cat1,10mph,lr,opposite,8,1624825172.660975,6186,16,4,1,40,"[4066, 4070, 6186, 3904, 4988, 4095, 4472, 4217, 3904, 5093, 4862, 3892, 5186, 4134, 3540, 4193, 3240, 4177]","[12, 15, 16, 17, 19, 20, 22, 23, 23, 26, 27, 27, 29, 30, 59, 61, 61, 63]"
Cat1,10mph,lr,opposite,8,1624825173.780922,5489,19,4,7,40,"[3656, 3820, 3984, 4838, 3918, 3242, 3627, 3434, 4239, 3222, 3766, 3026, 3869, 5010, 0, 5489, 3403, 4042, 3494, 3282, 0, 4464, 4013, 3344, 4328, 3496, 3671, 4254, 3724]","[1, 2, 3, 4, 5, 6, 8, 8, 10, 10, 12, 12, 15, 16, 16, 19, 20, 22, 23, 23, 23, 26, 27, 28, 29, 30, 59, 61, 63]"
Cat1,10mph,lr,opposite,8,1624825174.720945,4986,16,3,8,40,"[3420, 3222, 3218, 3370, 3960, 3088, 3189, 3224, 3725, 3232, 3415, 3393, 4986, 3868, 4763, 3288, 3413, 4021, 3146, 2978, 4553, 3204, 3231, 4158, 4013, 2954, 3218, 4004, 3788]","[1, 2, 3, 4, 5, 5, 8, 8, 10, 10, 12, 15, 16, 17, 19, 20, 22, 23, 24, 24, 26, 27, 28, 29, 30, 30, 30, 61, 63]"
Cat1,10mph,lr,opposite,8,1624825175.621149,4755,19,3,4,40,"[3544, 3240, 3898, 4102, 3944, 3894, 3118, 3149, 3945, 3044, 3640, 3577, 4251, 3169, 4755, 3925, 3806, 3493, 3092, 3034, 3780, 3305, 3132, 4310, 3963, 3117, 3679, 3443]","[1, 2, 3, 4, 5, 6, 8, 9, 10, 10, 12, 15, 16, 17, 19, 20, 22, 23, 23, 23, 26, 27, 27, 29, 30, 59, 61, 63]"
Cat1,10mph,lr,opposite,8,1624825176.941962,4820,16,3,7,40,"[3522, 3206, 2674, 3298, 3168, 3180, 3571, 4031, 2808, 3291, 3656, 4820, 3134, 4256, 3246, 3450, 3992, 3115, 3803, 2797, 3231, 4212, 3286, 2728, 3050, 3517, 3126]","[1, 2, 3, 4, 5, 6, 8, 10, 10, 12, 15, 16, 17, 19, 20, 22, 23, 24, 26, 27, 28, 29, 30, 30, 59, 61, 63]"
Cat1,10mph,lr,opposite,8,1624825177.892529,3916,61,1,4,35,"[2659, 3015, 3916, 3472]","[14, 59, 61, 63]"
Cat1,10mph,lr,opposite,8,1624825179.020908,4550,19,1,3,30,"[3337, 3060, 2650, 3312, 3160, 2680, 3197, 0, 3530, 3172, 3469, 4024, 2780, 4550, 2723, 2888, 3517, 3890, 3106, 2636, 3888, 2659, 2622, 3989, 3262, 3035, 3457, 3611]","[1, 2, 3, 4, 5, 6, 8, 8, 10, 12, 15, 16, 16, 19, 20, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 59, 61, 63]"
Cat1,10mph,lr,opposite,8,1624825180.261119,11434,19,7,7,40,"[8919, 7706, 7908, 8384, 7986, 8018, 7602, 0, 9488, 8270, 8016, 10290, 7888, 11434, 9753, 7805, 8373, 7198, 9900, 8092, 7336, 10219, 8246, 7072, 8886, 9132]","[1, 2, 3, 4, 5, 6, 8, 8, 10, 12, 15, 16, 17, 19, 20, 22, 23, 23, 26, 27, 27, 29, 30, 59, 61, 63]"
