Category,speed,direction,lane,episode,sweep_time_stamp,max_rssi,selected_sector,tx_mcs,rx_mcs,sqi,all_rssi,all_sector
Cat3,20mph,lr,opposite,9,1625006445.942594,6398,19,1,8,40,"[2680, 3500, 3370, 4230, 2928, 3288, 3278, 4332, 3110, 5102, 2728, 3683, 2544, 3225, 4280, 3887, 2692, 6398, 3232, 2694, 5146, 6041, 3990, 3176, 4279, 3342, 3306, 5054, 5144, 2948, 3226, 2748, 3993]","[1, 2, 3, 4, 4, 6, 7, 8, 9, 10, 10, 12, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 60, 61, 61, 63]"
Cat3,20mph,lr,opposite,9,1625006446.83333,6258,19,6,8,40,"[3750, 4528, 4100, 2784, 3142, 3210, 4953, 2708, 4957, 2576, 3389, 0, 3367, 4114, 3160, 3037, 6258, 3147, 2692, 4705, 5074, 3904, 2682, 4260, 3936, 3785, 4297, 4963, 2655, 3161, 2748, 3587]","[2, 3, 4, 4, 6, 7, 8, 9, 10, 10, 12, 12, 15, 16, 17, 18, 19, 20, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 60, 61, 61, 63]"
Cat3,20mph,lr,opposite,9,1625006448.032756,6258,19,8,8,65,"[3750, 4528, 4100, 2784, 3142, 3210, 4953, 2708, 4957, 2576, 3389, 0, 3367, 4114, 3160, 3037, 6258, 3147, 2692, 4705, 5074, 3904, 2682, 4260, 3936, 3785, 4297, 4963, 2655, 3161, 2748, 3587]","[2, 3, 4, 4, 6, 7, 8, 9, 10, 10, 12, 12, 15, 16, 17, 18, 19, 20, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 60, 61, 61, 63]"
Cat3,20mph,lr,opposite,9,1625006448.952602,6258,19,8,8,70,"[3750, 4528, 4100, 2784, 3142, 3210, 4953, 2708, 4957, 2576, 3389, 0, 3367, 4114, 3160, 3037, 6258, 3147, 2692, 4705, 5074, 3904, 2682, 4260, 3936, 3785, 4297, 4963, 2655, 3161, 2748, 3587]","[2, 3, 4, 4, 6, 7, 8, 9, 10, 10, 12, 12, 15, 16, 17, 18, 19, 20, 20, 22, 23, 24, 25, 26, 27, 28, 29, 30, 60, 61, 61, 63]"
Cat3,20mph,lr,opposite,9,1625006449.802711,13075,19,8,8,70,"[9445, 8146, 12064, 6696, 7572, 7856, 12079, 6562, 10222, 8801, 6808, 9760, 6585, 7489, 13075, 7869, 6369, 10318, 10280, 9679, 7732, 11843, 9486, 6692, 10216, 10500, 6244, 6806, 5756, 7893]","[2, 3, 4, 4, 6, 7, 8, 9, 10, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 60, 61, 61, 63]"
Cat3,20mph,lr,opposite,9,1625006450.71252,13075,19,8,8,70,"[9445, 8146, 12064, 6696, 7572, 7856, 12079, 6562, 10222, 8801, 6808, 9760, 6585, 7489, 13075, 7869, 6369, 10318, 10280, 9679, 7732, 11843, 9486, 6692, 10216, 10500, 6244, 6806, 5756, 7893]","[2, 3, 4, 4, 6, 7, 8, 9, 10, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 60, 61, 61, 63]"
Cat3,20mph,lr,opposite,9,1625006451.602509,13075,19,8,8,70,"[9445, 8146, 12064, 6696, 7572, 7856, 12079, 6562, 10222, 8801, 6808, 9760, 6585, 7489, 13075, 7869, 6369, 10318, 10280, 9679, 7732, 11843, 9486, 6692, 10216, 10500, 6244, 6806, 5756, 7893]","[2, 3, 4, 4, 6, 7, 8, 9, 10, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 60, 61, 61, 63]"
Cat3,20mph,lr,opposite,9,1625006452.560799,12683,19,8,8,70,"[8636, 0, 8589, 6645, 5775, 8842, 7408, 10188, 8206, 5220, 6488, 9390, 6474, 6232, 12683, 6536, 6134, 10009, 10020, 7933, 6365, 9850, 6037, 6488, 9951, 10283, 5962, 7485, 5804, 6879]","[2, 3, 4, 6, 7, 8, 9, 10, 12, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 60, 61, 61, 63]"
Cat3,20mph,lr,opposite,9,1625006453.45237,12683,19,8,8,70,"[8636, 0, 8589, 6645, 5775, 8842, 7408, 10188, 8206, 5220, 6488, 9390, 6474, 6232, 12683, 6536, 6134, 10009, 10020, 7933, 6365, 9850, 6037, 6488, 9951, 10283, 5962, 7485, 5804, 6879]","[2, 3, 4, 6, 7, 8, 9, 10, 12, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 60, 61, 61, 63]"
Cat3,20mph,lr,opposite,9,1625006454.394679,12683,19,8,8,60,"[8636, 0, 8589, 6645, 5775, 8842, 7408, 10188, 8206, 5220, 6488, 9390, 6474, 6232, 12683, 6536, 6134, 10009, 10020, 7933, 6365, 9850, 6037, 6488, 9951, 10283, 5962, 7485, 5804, 6879]","[2, 3, 4, 6, 7, 8, 9, 10, 12, 12, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 60, 61, 61, 63]"
