X,Y,Z
-13.241952896118164,11.075556755065918,4.0
-16.0,13.0,4.0
-15.999245643615723,12.999604225158691,4.0
-15.99697208404541,12.99839973449707,4.0
-15.993162155151367,12.99636173248291,4.0
-15.987801551818848,12.993465423583984,4.0
-15.980874061584473,12.989686012268066,4.0
-15.972362518310547,12.984999656677246,4.0
-15.962252616882324,12.979378700256348,4.0
-15.95052719116211,12.972800254821777,4.0
-15.93717098236084,12.965240478515625,4.0
-15.92216682434082,12.956671714782715,4.0
-15.905501365661621,12.947071075439453,4.0
-15.887157440185547,12.93641185760498,4.0
-15.867116928100586,12.92467212677002,4.0
-15.845366477966309,12.911824226379395,4.0
-15.821890830993652,12.897845268249512,4.0
-15.796670913696289,12.882708549499512,4.0
-15.769693374633789,12.866390228271484,4.0
-15.740941047668457,12.848865509033203,4.0
-15.71039867401123,12.830109596252441,4.0
-15.678050994873047,12.810096740722656,4.0
-15.643879890441895,12.788802146911621,4.0
-15.607871055603027,12.766201972961426,4.0
-15.570008277893066,12.742270469665527,4.0
-15.53027629852295,12.7169828414917,4.0
-15.48865795135498,12.690315246582031,4.0
-15.445137023925781,12.662240982055664,4.0
-15.399699211120605,12.632736206054688,4.0
-15.352328300476074,12.601777076721191,4.0
-15.303007125854492,12.569336891174316,4.0
-15.25171947479248,12.535390853881836,4.0
-15.198451042175293,12.49991512298584,4.0
-15.143186569213867,12.462883949279785,4.0
-15.085907936096191,12.424273490905762,4.0
-15.026599884033203,12.384057998657227,4.0
-14.965246200561523,12.342212677001953,4.0
-14.901833534240723,12.298712730407715,4.0
-14.836341857910156,12.253534317016602,4.0
-14.768757820129395,12.206649780273438,4.0
-14.699064254760742,12.158037185668945,4.0
-14.627246856689453,12.107669830322266,4.0
-14.553288459777832,12.055524826049805,4.0
-14.4771728515625,12.001575469970703,4.0
-14.398885726928711,11.945796012878418,4.0
-14.31840991973877,11.888164520263672,4.0
-14.235729217529297,11.828654289245605,4.0
-14.150827407836914,11.767239570617676,4.0
-14.063691139221191,11.703897476196289,4.0
-13.974300384521484,11.638601303100586,4.0
-13.882643699645996,11.571328163146973,4.0
-13.788702011108398,11.502052307128906,4.0
-13.692459106445312,11.430747032165527,4.0
-13.593902587890625,11.357390403747559,4.0
-13.493012428283691,11.28195571899414,4.0
-13.389775276184082,11.204419136047363,4.0
-13.284173965454102,11.124753952026367,4.0
-13.176193237304688,11.042938232421875,4.0
-13.065816879272461,10.958944320678711,4.0
-12.953028678894043,10.872747421264648,4.0
-12.837814331054688,10.78432559967041,4.0
-12.720154762268066,10.693650245666504,4.0
-12.600037574768066,10.600698471069336,4.0
-12.47744369506836,10.505446434020996,4.0
-12.352360725402832,10.407867431640625,4.0
-12.224767684936523,10.307936668395996,4.0
-12.094654083251953,10.2056303024292,4.0
-11.961999893188477,10.100921630859375,4.0
-11.826791763305664,9.99378776550293,4.0
-11.689013481140137,9.884203910827637,4.0
-11.548646926879883,9.772143363952637,4.0
-11.405678749084473,9.65758228302002,4.0
-11.260091781616211,9.540495872497559,4.0
-11.111869812011719,9.420858383178711,4.0
-10.960997581481934,9.298645973205566,4.0
-10.807459831237793,9.173833847045898,4.0
-10.651237487792969,9.046396255493164,4.0
-10.492319107055664,8.916309356689453,4.0
-10.330686569213867,8.783546447753906,4.0
-10.166322708129883,8.64808464050293,4.0
-9.999213218688965,8.509899139404297,4.0
-9.829341888427734,8.368962287902832,4.0
-9.656692504882812,8.225252151489258,4.0
-9.481249809265137,8.078742980957031,4.0
-9.302996635437012,7.929408073425293,4.0
-9.121917724609375,7.777225971221924,4.0
-8.937997817993164,7.622169494628906,4.0
-8.751220703125,7.464214324951172,4.0
-8.561569213867188,7.303335666656494,4.0
-8.369028091430664,7.139507293701172,4.0
-8.173583030700684,6.972706317901611,4.0
-7.975215911865234,6.8029069900512695,4.0
-7.773911952972412,6.630084991455078,4.0
-7.56965446472168,6.454214096069336,4.0
-7.362428665161133,6.275270938873291,4.0
-7.152216911315918,6.093230247497559,4.0
-6.939004898071289,5.9080657958984375,4.0
-6.722774982452393,5.719753265380859,4.0
-6.503513336181641,5.528268814086914,4.0
-6.281202793121338,5.333587169647217,4.0
-6.055827617645264,5.135683536529541,4.0
-5.8273725509643555,4.934532642364502,4.0
-5.595820426940918,4.730110168457031,4.0
-5.3611555099487305,4.5223894119262695,4.0
-5.123363018035889,4.311347961425781,4.0
-4.882427215576172,4.096960544586182,4.0
-4.638329029083252,3.879199743270874,4.0
-4.391056537628174,3.658043384552002,4.0
-4.140588760375977,3.4334652423858643,4.0
-3.886915683746338,3.205440044403076,4.0
-3.630018711090088,2.9739456176757812,4.0
-3.3698811531066895,2.738954782485962,4.0
-3.1064887046813965,2.5004420280456543,4.0
-2.839824914932251,2.2583847045898438,4.0
-2.569870948791504,2.01275634765625,4.0
-2.296616554260254,1.7635327577590942,4.0
-2.020040512084961,1.5106886625289917,4.0
-1.7401304244995117,1.2541992664337158,4.0
-1.4568679332733154,0.9940391778945923,4.0
-1.1702373027801514,0.7301831245422363,4.0
-0.8802251815795898,0.46260857582092285,4.0
-0.5868146419525146,0.19128870964050293,4.0
-0.2899867296218872,-0.0838005542755127,4.0
0.010269999504089355,-0.362684965133667,4.0
0.31397545337677,-0.6453876495361328,4.0
0.6211414337158203,-0.9319355487823486,4.0
0.9317888021469116,-1.2223525047302246,4.0
1.2459285259246826,-1.5166640281677246,4.0
1.563579797744751,-1.8148932456970215,4.0
1.8847581148147583,-2.11706805229187,4.0
2.2094790935516357,-2.423210620880127,4.0
2.537757396697998,-2.733347177505493,4.0
2.869612216949463,-3.0475034713745117,4.0
3.2050561904907227,-3.3657031059265137,4.0
3.5441057682037354,-3.687969207763672,4.0
3.88677716255188,-4.014328956604004,4.0
4.233086585998535,-4.3448076248168945,4.0
4.583051681518555,-4.679429054260254,4.0
4.936685562133789,-5.018218040466309,4.0
5.294005393981934,-5.361199378967285,4.0
5.655026912689209,-5.708399772644043,4.0
6.01969051361084,-6.059762954711914,4.0
6.387631893157959,-6.414918899536133,4.0
6.758414268493652,-6.773419380187988,4.0
7.13159704208374,-7.134815692901611,4.0
7.506740570068359,-7.498656749725342,4.0
7.883408069610596,-7.864494800567627,4.0
8.261157989501953,-8.231881141662598,4.0
8.63955307006836,-8.600364685058594,4.0
9.01815414428711,-8.969498634338379,4.0
9.396520614624023,-9.33883285522461,4.0
9.774216651916504,-9.707917213439941,4.0
10.150799751281738,-10.076303482055664,4.0
10.525832176208496,-10.44354248046875,4.0
10.898876190185547,-10.809185028076172,4.0
11.269493103027344,-11.172781944274902,4.0
11.637239456176758,-11.533884048461914,4.0
12.00168228149414,-11.892043113708496,4.0
12.362377166748047,-12.246809005737305,4.0
12.718889236450195,-12.597731590270996,4.0
13.07077693939209,-12.944363594055176,4.0
13.4176025390625,-13.286253929138184,4.0
13.758926391601562,-13.622955322265625,4.0
14.094310760498047,-13.954018592834473,4.0
14.423314094543457,-14.278992652893066,4.0
14.745499610900879,-14.597430229187012,4.0
15.060426712036133,-14.908881187438965,4.0
15.367658615112305,-15.212895393371582,4.0
15.666753768920898,-15.509026527404785,4.0
15.957276344299316,-15.796823501586914,4.0
16.23878288269043,-16.075838088989258,4.0
16.51083755493164,-16.345619201660156,4.0
16.77300262451172,-16.60572052001953,4.0
17.02483367919922,-16.85569190979004,4.0
17.26589584350586,-17.095081329345703,4.0
17.495750427246094,-17.323444366455078,4.0
17.713958740234375,-17.540325164794922,4.0
17.920076370239258,-17.745285034179688,4.0
18.113670349121094,-17.9378662109375,4.0
18.294300079345703,-18.11762046813965,4.0
18.461524963378906,-18.284101486206055,4.0
18.614910125732422,-18.436861038208008,4.0
18.754011154174805,-18.575443267822266,4.0
18.878393173217773,-18.69940757751465,4.0
18.987613677978516,-18.808298110961914,4.0
19.081235885620117,-18.901668548583984,4.0
19.1588191986084,-18.97907257080078,4.0
19.219926834106445,-19.040056228637695,4.0
19.264118194580078,-19.084171295166016,4.0
19.29095458984375,-19.11096954345703,4.0
